Block number, timestamp, reserve A, reserve B, price
7846281,1665005624,3515927.940248,70456051.967336,20.039105796453356
7846308,1665006239,3516027.940248,70454054.125141,20.03796765055615
7846542,1665010406,3516528.565576,70444054.125141,20.03227126170164
7846579,1665011152,3517963.565576,70415405.710378,20.01595650375896
7846651,1665012482,3487053.80025,71041456.528518,20.372916679239296
7846676,1665013025,3487349.220026,71035456.528518,20.36947034744871
7846692,1665013264,3490349.220026,70974583.65164,20.33452218603825
7846706,1665013457,3490948.220026,70962441.891457,20.3275549847395
7846717,1665013691,3491048.220026,70960415.292104,20.326392195056965
7846745,1665014281,3491138.220026,70958591.451811,20.325345769690706
7846754,1665014495,3491141.285038,70958529.341329,20.325310134378203
7846776,1665015000,3496141.285038,70857352.141215,20.26730225247314
7846832,1665015996,3503261.285038,70713773.384132,20.1851268377103
7846865,1665016608,3503561.285038,70713773.384132,20.183398442640637
7846890,1665016924,3502904.331452,70727075.332748,20.19098115175492
7847057,1665020032,3502929.169674,70726575.332748,20.190695245867666
7847109,1665021118,3503054.800743,70729111.911375,20.190695245867495
7847192,1665023059,3503754.800743,70715023.631917,20.182640525222055
7847240,1665024148,3503954.800743,70710999.442415,20.180340062440592
7847242,1665024204,3499294.190787,70616946.748587,20.180340062435583
7847262,1665024616,3504128.190787,70519821.408531,20.124783560698674
7847375,1665027183,3504178.030988,70518821.408531,20.124211950683417
7847376,1665027220,3506671.844655,70468821.408531,20.095641830855147
7847403,1665027596,3536671.844655,69872844.122861,19.75666592546899
7847408,1665027744,3529145.398535,70022307.11372,19.841151102130077
7847431,1665028216,3529666.037854,70012009.535172,19.835307018943517
7847469,1665028860,3534266.037854,69921158.895059,19.78378484985669
7847472,1665028894,3532685.859864,69952528.88995,19.80151410707178
7847545,1665030496,3532810.859864,69950061.213309,19.8001149758699
7847551,1665030574,3532910.859864,69948087.197555,19.79899577773317
7847613,1665031992,3533410.859864,69938218.79061,19.793401210438887
7847637,1665032556,3533479.270963,69936868.79061,19.79263593402932
7847691,1665033296,3535617.270963,69894704.520721,19.76874168331113
7847712,1665033707,3560617.270963,69405417.952103,19.49252409634347
7847713,1665033758,3559055.805222,69435959.839947,19.509657515925312
7847718,1665033868,3545433.982724,69703540.732928,19.660087050718097
7847755,1665034756,3546933.982724,69674151.469433,19.643486968969224
7847857,1665036970,3546939.088796,69674051.469433,19.643430497444403
7847938,1665038837,3546989.167894,69673070.709134,19.64287665149592
7848039,1665040983,3546815.342134,69676495.589078,19.64480494977108
7848249,1665044863,3547815.342134,69656915.222531,19.63374880177179
7848317,1665046494,3547784.171486,69657529.066128,19.63409432455744
7848442,1665049180,3546768.881791,69677529.066128,19.645353669321462
7848555,1665051275,3546832.702672,69676279.066128,19.644647748295966
7848593,1665051878,3545248.696701,69645161.826796,19.644647748295824
7848701,1665054472,3544408.260955,69661725.496796,19.653978991129666
7848761,1665055609,3544357.53404,69662725.496796,19.654542417844524
7848774,1665055909,3563968.11404,69280553.010313,19.439161853717817
7848788,1665056313,3544474.37841,69662725.496799,19.65389450157309
7848896,1665058661,3552372.228011,69508310.940456,19.566730758779247
7848941,1665059526,3558917.180075,69380866.09242,19.494936965899804
7848977,1665060394,3558814.900048,69382866.09242,19.496059233506127
7848991,1665060666,3558432.973005,69375420.020155,19.496059233502812
7849007,1665060991,3558492.973005,69374253.785497,19.495402776336892
7849031,1665061395,3559192.973005,69360650.611786,19.48774655880075
7849032,1665061496,3559141.813388,69361650.611786,19.48830764508358
7849074,1665062252,3559246.813388,69359610.538305,19.487159552243163
7849098,1665062829,3559303.813388,69358503.120197,19.48653634435792
7849148,1665063780,3564803.813388,69251813.065946,19.426542578826766
7849170,1665064336,3565803.813388,69232450.218373,19.415664417216696
7849189,1665064601,3600803.813388,68561506.472291,19.040611492738176
7849191,1665064664,3600387.672719,68569454.805921,19.045019880911212
7849195,1665064714,3590273.599778,68763201.398752,19.152635443439152
7849254,1665065811,3590673.599778,68755564.176064,19.14837488439911
7849263,1665065971,3591072.444209,68763201.398749,19.148374884399015
7849273,1665066154,3606072.444209,68478025.067502,18.989642090377586
7849276,1665066259,3596239.97605,68665813.982473,19.09377973654957
7849289,1665066608,3595550.579277,68679019.312473,19.101113389505734
7849300,1665066963,3596970.579277,68651987.745822,19.086057623418544
7849302,1665067021,3598820.579277,68616802.50908,19.0664694161733
7849304,1665067078,3598820.564685,68616802.788145,19.066469571024843
7849308,1665067163,3598763.045779,68617902.788145,19.067079970332347
7849317,1665067452,3598894.561142,68615402.788145,19.06568853919743
7849346,1665068072,3599010.302602,68613202.788145,19.06446412185574
7849349,1665068118,3599089.221497,68611702.788145,19.06362931442048
7849352,1665068199,3598932.332714,68614702.788145,19.065293938550322
7849365,1665068400,3597920.057256,68634065.635718,19.07603964054239
7849401,1665069207,3599525.306937,68603549.271457,19.05905457568095
7849436,1665070133,3599007.857217,68613442.471457,19.064543672464673
7849500,1665071608,3598445.814947,68624191.471457,19.07050849186338
7849536,1665072393,3598695.814947,68619438.476437,19.06786291617915
7849550,1665072652,3589640.643073,68793057.666437,19.16432994461112
7849608,1665074107,3589690.643073,68792102.337857,19.163796877762884
7849640,1665074736,3594932.136632,68692102.337857,19.108038685317958
7849653,1665075033,3594823.390554,68694186.577716,19.10919650690531
7849673,1665075441,3595333.390554,68684471.498719,19.103783721190737
7849710,1665076200,3597041.390554,68651955.524617,19.08567293801519
7849853,1665079052,3597060.390554,68651593.986619,19.085471616462254
7849886,1665079542,3597340.390554,68646266.499818,19.082505141874076
7849901,1665079887,3597288.144504,68647266.499818,19.08306027825391
7850048,1665082817,3602551.829938,68547266.499818,19.027419933330343
7850079,1665083430,3602674.829938,68547266.499818,19.02677031248964
7850136,1665084765,3601776.941016,68530182.573527,19.02677031248798
7850138,1665084816,3601789.941016,68529935.968445,19.02663317148194
7850141,1665084870,3601721.310882,68528630.168049,19.026633171478643
7850160,1665085361,3602421.310882,68515354.053251,19.019250704042726
7850173,1665085542,3602352.61831,68516664.490725,19.01997715117316
7850187,1665085806,3602374.190946,68517074.801768,19.019977151172935
7850198,1665086041,3602195.976626,68520474.801768,19.021862010391718
7850201,1665086189,3606925.703231,68431494.997521,18.972249674070543
7850205,1665086252,3624855.703231,68094015.652588,18.785303809995163
7850207,1665086285,3623657.071076,68116607.545528,18.79775216292794
7850210,1665086324,3616885.816074,68244513.93004,18.868307544227918
7850230,1665086691,3624835.816074,68095287.912484,18.78575785709293
7850235,1665086754,3623823.789688,68114362.127177,18.796267721682305
7850241,1665086863,3617574.159137,68232388.874194,18.8613656203447
7850251,1665087153,3617584.159137,68232200.826898,18.8612615008728
7850256,1665087240,3618123.518866,68242373.831789,18.861261500872605
7850263,1665087429,3620133.062236,68204965.19194,18.840458076922936
7850288,1665087895,3627485.67399,68067473.873136,18.764367385706635
7850325,1665088662,3627539.67399,68066463.652119,18.76380957048263
7850419,1665090518,3627373.796605,68069585.652119,18.76552830475535
7850431,1665090704,3628175.716556,68054585.652119,18.75724633224737
7850636,1665094616,3628156.156435,68054953.652119,18.75744888527326
7850659,1665095203,3631977.156435,67983571.407392,18.7180613972038
7850761,1665097521,3629976.135818,68021160.047238,18.738734774604715
7850763,1665097652,3629843.590117,68023651.35059,18.74010536867166
7850782,1665098064,3630743.590117,68023651.35059,18.735460013136855
7850799,1665098243,3631165.1046,68015778.685895,18.731117073066123
7850812,1665098503,3631265.1046,68013911.244797,18.7300869767505
7850814,1665098582,3635365.1046,67937434.357976,18.687926082585637
7850834,1665099122,3625696.403922,67756746.394386,18.687926082584287
7850863,1665099584,3626316.403922,67745196.608865,18.681545971994055
7850876,1665099793,3628196.519318,67710196.608865,18.66221861146392
7850910,1665100570,3628796.519318,67699034.710014,18.65605700116176
7850968,1665101826,3627976.92678,67714374.548877,18.664499779213504
7851201,1665107011,3622078.063024,67604275.207592,18.66449977920977
7851221,1665107388,3622328.063024,67599623.401132,18.661927419323344
7851299,1665109128,3622334.18198,67599737.592644,18.661927419323135
7851445,1665112195,3622389.18198,67598714.281345,18.661361572528634
7851539,1665114187,3622335.756872,67599714.281313,18.661912870188342
7851630,1665116205,3622443.252681,67597714.281313,18.660806965377134
7851655,1665116818,3622135.439118,67603476.104414,18.663983509373033
7851704,1665117836,3622033.947016,67605376.104414,18.66503105530263
7851718,1665118070,3622039.320758,67605276.104414,18.664975754671254
7851749,1665118563,3627039.320758,67512359.08165,18.613627565399778
7851774,1665119288,3626722.108903,67518281.829674,18.616888695146464
7851836,1665120768,3630972.108903,67439489.474431,18.573397826183253
7851858,1665121069,3630931.108903,67440253.283769,18.5738179164034
7851942,1665122851,3631045.418308,67442376.445843,18.573817916403232
7851986,1665123744,3631497.418308,67434007.304925,18.569201499348466
7852014,1665124676,3631993.418308,67424825.862219,18.564137677768567
7852144,1665127350,3638060.280749,67312724.502859,18.502366455841333
7852147,1665127526,3640350.280749,67270507.688852,18.47913044098908
7852154,1665127659,3638833.458917,67298789.964887,18.494605681931006
7852218,1665128733,3638509.566105,67304798.794473,18.497903488136856
7852265,1665129815,3638509.566105,67452471.793119,18.538489611647886
7852510,1665134994,3638659.566105,67449699.475946,18.53696347530183
7852788,1665140471,3638207.807803,67441325.248802,18.53696347530179
7852830,1665141264,3638196.786117,67441530.172802,18.537075957560138
7852920,1665143233,3635526.36938,67491217.312802,18.56435917539828
7853182,1665148890,3636516.879292,67472893.677597,18.554263851164475
7853201,1665149177,3637016.879292,67472893.677597,18.551713098106823
7853222,1665149680,3633727.241335,67411865.258012,18.551713098104045
7853226,1665149723,3634267.977295,67401865.258012,18.54620123752665
7853349,1665152425,3633300.597353,67419865.258012,18.556093406400226
7853375,1665152939,3633132.454883,67416745.190624,18.55609340639772
7853429,1665153901,3632505.18396,67405105.492781,18.55609340639643
7853434,1665154000,3632532.210567,67404605.492781,18.55581770113467
7853449,1665154581,3631978.878135,67414905.492781,18.561480601836035
7853479,1665155002,3640074.738277,67265429.777321,18.479134252380913
7853533,1665155882,3639742.122173,67259283.319672,18.47913425237853
7853539,1665156029,3639410.534128,67265429.777326,18.48250675392485
7853560,1665156392,3639990.534128,67254743.780852,18.476626010502418
7853652,1665157976,3637139.337842,67307624.206443,18.505649070452765
7853683,1665158435,3637239.337842,67305779.243805,18.504633045054987
7853826,1665160719,3637316.741554,67304351.243805,18.5038466611654
7853883,1665161770,3637304.342044,67304121.80517,18.5038466611645
7853903,1665162140,3628345.778238,67470799.016852,18.595471088099334
7853936,1665162721,3627862.349212,67461809.426361,18.595471088095234
7853942,1665162883,3627380.434497,67470799.01686,18.60041984435967
7854046,1665165255,3628000.666205,67459299.01686,18.594070184508674
7854093,1665166353,3628100.666205,67457445.239006,18.59304673306284
7854113,1665166921,3627852.852137,67462067.037695,18.595590777050457
7854127,1665167409,3628014.673342,67459067.037695,18.593934454943664
7854192,1665168653,3628499.997205,67450071.229608,18.588968246262688
7854212,1665169012,3635049.997205,67328896.842992,18.522137768328186
7854230,1665169294,3635064.997205,67328619.845562,18.5219851357076
7854265,1665169975,3630202.117085,67238549.65225,18.52198513570412
7854268,1665170035,3640202.117085,67054391.233783,18.420513223446722
7854298,1665170742,3643202.117085,66999340.711416,18.39023434830004
7854403,1665172654,3643176.890673,66998876.791772,18.390234348295774
7854481,1665174223,3643045.152063,67001306.873539,18.391566416792063
7854508,1665174908,3643142.152063,67001306.873539,18.391076734570515
7854564,1665175777,3630283.650959,66764825.193032,18.39107673456727
7854747,1665179602,3616580.273921,66512805.334397,18.39107673456549
7854806,1665180452,3616431.810125,66510074.925324,18.391076734563153
7854840,1665181221,3616616.810125,66506682.956173,18.389198095297896
7854860,1665181501,3615190.619835,66532998.745647,18.40373184766772
7854999,1665184478,3615120.77068,66534288.123748,18.40444409585602
7855032,1665185248,3605742.352295,66707867.234594,18.50045308759664
7855040,1665185580,3606284.587344,66697867.234594,18.494898452735935
7855074,1665186293,3603801.54114,66743960.844594,18.520431850273507
7855100,1665186681,3605175.543483,66718599.711445,18.506338708541062
7855148,1665187486,3607887.48256,66668599.711445,18.478569532367974
7855151,1665187521,3607996.044981,66666599.711445,18.477459199043018
7855163,1665187846,3620984.843787,66906599.711427,18.477459199042894
7855366,1665191573,3617224.572636,66976361.481427,18.515953360512242
7855428,1665192955,3616771.036669,66967963.830608,18.515953360510384
7855658,1665197883,3613666.951991,67025661.380608,18.5478247638951
7855689,1665198476,3613986.951991,67019744.404988,18.54454520597143
