timestamp_x,ask_price,bid_price,binance-futures_ETHUSDT_liquidation_long,binance-futures_ETHUSDT_liquidation_short
1583021190493566.2,219.51185707096124,219.48115249119274,0.0,0.814
1583021243931822.5,219.80524869109948,219.7729842931937,0.0,0.0
1583021316700088.8,220.30092718700888,220.26883184913567,0.0,0.0
1583021369025096.8,220.45563725490197,220.4243983957219,0.0,0.0
1583021427159141.2,220.22045722713864,220.1863569321534,0.0,0.0
1583021484016494.2,220.23349837662337,220.2025081168831,0.0,0.0
1583021556418304.5,219.96941927249523,219.93793235481812,0.0,0.0
1583021606110489.5,219.7755198693522,219.7405824714208,0.0,0.0
1583021665192933.8,219.6632371794872,219.63102564102564,0.0,0.0
1583021726101445.0,219.88018163471241,219.84824419778002,0.0,0.0
1583021787194915.5,219.99866028708135,219.9679346092504,0.0,0.0
1583021849191450.5,219.97353574926544,219.94522037218414,0.0,0.0
1583021911356318.8,220.0185604606526,219.9930134357006,0.0,0.0
1583021982112836.2,220.38210762331838,220.3519394618834,0.0,0.0
1583022024500675.5,220.41240259740258,220.3927012987013,0.0,0.0
1583022089142392.0,220.16764267990075,220.1440694789082,0.0,0.0
1583022150557586.5,219.9939534883721,219.97852713178295,0.0,0.0
1583022210407672.0,220.01220820189272,219.993785488959,0.0,0.0
1583022273475091.2,220.04864197530864,220.02953086419754,0.0,0.0
1583022337805376.2,220.20842603550295,220.17863905325444,0.0,0.0
1583022391486681.5,220.58193484042553,220.55133643617023,0.0,0.0
1583022445193771.5,221.18362295945235,221.1397998946814,0.0,0.0
1583022507261268.8,221.22263906056858,221.18812113720642,0.0,0.0
1583022571879689.2,221.19974710221285,221.179062170706,0.0,0.0
1583022631567942.0,220.78629742962056,220.75814565483475,0.0,0.0
1583022688959591.5,220.7950142287991,220.76459305634606,0.0,0.0
1583022739748049.8,220.53000000000003,220.50373525557012,0.0,0.0
1583022806815931.8,220.63919326241137,220.613164893617,0.0,0.0
1583022867754267.2,220.6170686070686,220.59222453222452,0.0,0.0
1583022929325949.2,220.72835257890685,220.70207852193997,0.0,0.0
1583022989494575.8,219.90905319148936,219.878914893617,0.0,0.0
1583023044113017.5,219.615261627907,219.58577325581393,0.0,0.0
1583023109308759.0,219.91071866783523,219.87989482909728,0.0,0.0
1583023167289858.8,219.83754491017964,219.81731736526945,0.0,0.0
1583023230791849.8,219.80638513513514,219.78216216216214,0.0,0.0
1583023285003688.2,219.9292857142857,219.90024630541873,0.0,0.0
1583023357539678.5,219.70866001425517,219.68099786172488,0.0,0.0
1583023410636181.2,219.19633183408294,219.1632583708146,0.0,0.0
1583023470662665.0,219.06511230907458,219.02956873315364,0.0,0.0
1583023529705197.2,219.1279408543264,219.09276013143483,0.0,0.0
1583023587869421.2,218.64265132139812,218.6023358908781,0.0,0.0
1583023651202803.0,218.60252063841497,218.57105668684645,0.0,0.0
1583023709003052.2,218.58677399756988,218.549787363305,0.0,0.0
1583023771283688.8,218.77973995271867,218.7508747044917,0.0,0.0
1583023829261465.8,218.4493269230769,218.41687499999998,45.0,0.0
1583023892330436.2,218.59362334801764,218.5634140969163,0.0,0.0
1583023955302092.5,219.39938257357184,219.36552221581073,0.0,0.0
1583024008727459.2,219.23678629690048,219.20816476345843,0.0,0.0
1583024073825073.8,219.1055744680851,219.08123404255318,0.0,0.0
1583024127131380.0,218.89962936046513,218.86763808139534,0.0,0.0
1583024189915776.0,218.63214046822742,218.6023745819398,0.0,0.0
1583024251918759.8,218.50726973684212,218.48473684210526,0.0,0.0
1583024304646014.8,218.31385826771654,218.28422244094486,0.0,0.0
1583024372515703.2,218.3578386167147,218.3301633045149,0.09,0.0
1583024429522195.8,217.94058123725358,217.89504418762746,32.037,0.0
1583024496414473.8,217.8040866873065,217.76597007223944,0.138,0.0
1583024541843323.0,217.71500246184144,217.67862136878384,0.0,0.0
1583024609907150.0,217.38099615384616,217.34330384615384,12.473,0.0
1583024670775903.8,217.85208370044052,217.82074008810574,0.0,0.0
1583024728830598.8,218.19483606557378,218.1640163934426,0.0,0.0
1583024788684239.8,218.08139981701737,218.05695333943277,0.0,0.0
1583024849155087.5,218.1811952861953,218.15993265993265,0.0,0.0
1583024909757277.5,218.52831433224756,218.50198697068404,0.0,0.0
1583024973045049.8,218.11795705521473,218.07857055214726,0.0,0.0
1583025030097543.2,217.6487839841819,217.6052842313396,0.0,0.0
1583025090426128.5,217.48371699390657,217.44385917400137,0.0,0.0
1583025149493933.0,217.26423592493296,217.22430294906164,0.0,0.0
1583025210035783.2,217.12090163934425,217.08116911130287,0.016,0.0
1583025275651065.5,216.80886711093692,216.7664484515876,142.962,0.0
1583025330712194.5,216.81386266094424,216.7763483547926,8.929,0.0
1583025390963798.2,217.19981323372465,217.16531483457842,0.0,0.0
1583025448117374.8,217.3537403400309,217.3295595054096,0.0,0.0
1583025511962492.5,217.55696629213483,217.53163353500432,0.0,0.0
1583025564267492.8,217.81784839650146,217.7850728862974,0.0,0.0
1583025629633941.2,218.04167194092827,218.01126054852318,0.0,0.0
1583025692230218.5,218.682587657784,218.63937237026647,0.0,0.0
1583025748707733.8,218.91231991134097,218.8676763945327,0.0,0.0
1583025805482217.8,218.84857413548082,218.8141023211748,0.0,0.0
1583025873041284.8,218.62920122217372,218.58793976429504,0.0,0.0
1583025928148527.2,218.30591130012152,218.2743681652491,0.0,0.0
1583025989211779.5,218.24611486486486,218.21954391891893,0.0,0.0
1583026053504593.5,218.5778318276581,218.54529534398887,0.0,0.0
1583026113444975.5,218.7441440677966,218.70818644067796,0.0,0.0
1583026169033156.8,218.95866891322663,218.92405223251896,0.0,0.0
1583026230671164.0,218.7483474853037,218.7163226649249,0.0,0.0
1583026291360005.8,218.51846893491125,218.4793195266272,0.0,0.0
1583026351694614.5,218.63116350815338,218.59833847509915,0.0,0.0
1583026411141669.2,218.83877389584705,218.8044891232696,0.0,0.0
1583026474430142.5,219.2629944203348,219.2224488530688,0.0,45.481
1583026528651479.5,219.6686272439282,219.62538542766632,0.0,10.054
1583026588538662.8,220.1896984924623,220.1496917922948,0.0,22.810000000000002
1583026649869897.5,220.42440780911062,220.3868373101952,0.0,0.0
1583026710556351.5,220.5004230266027,220.46611426079372,0.0,0.0
1583026770479370.8,220.5554890510949,220.52410218978105,0.0,0.0
1583026829500300.8,220.93784219001608,220.89901368760064,0.0,2.394
1583026883906406.5,220.8889571201694,220.84708840656432,0.0,0.0
1583026943659879.2,220.98928528528526,220.95754954954955,0.0,0.0
1583027011126292.0,220.87616428571428,220.84383571428572,0.0,0.0
1583027074347979.0,221.3103708854891,221.2701993509504,0.0,20.0
1583027130791655.8,221.91161406025824,221.87006456241033,0.0,1.589
1583027188021356.2,222.56906346272336,222.52393715341958,0.0,59.266
1583027246568181.0,222.92301045016075,222.88104099678458,0.0,0.08
1583027314632035.2,222.31464215364414,222.27711096520025,0.0,0.0
