,timestamp_x,ask_price,bid_price,binance-futures_ETHUSDT_liquidation_long,binance-futures_ETHUSDT_liquidation_short,index
14935415,1654819748800000,1786.9718444491177,1786.9718444491177,0.0,0.0,2022-06-10 00:09:08
14935416,1654819786800000,1786.9718444491177,1786.9718444491177,0.0,0.0,2022-06-10 00:09:46
14935417,1654819791800000,1786.9718444491177,1786.9718444491177,0.0,0.0,2022-06-10 00:09:51
14935418,1654819794800000,1786.9718444491177,1786.9718444491177,0.0,0.0,2022-06-10 00:09:54
14935419,1654819799800000,1786.9072619563854,1786.9072619563854,0.0,0.0,2022-06-10 00:09:59
14935420,1654819810800000,1786.9072619563854,1786.9072619563854,0.0,0.0,2022-06-10 00:10:10
14935421,1654819824800000,1786.9072619563854,1786.9072619563854,0.0,0.0,2022-06-10 00:10:24
14935422,1654819832800000,1786.9072619563854,1786.9072619563854,0.0,0.0,2022-06-10 00:10:32
14935423,1654819854800000,1786.9072619563854,1786.9072619563854,0.0,0.0,2022-06-10 00:10:54
14935424,1654819867800000,1786.9244493164294,1786.9244493164294,0.0,0.0,2022-06-10 00:11:07
14935425,1654819868800000,1786.9244493164294,1786.9244493164294,0.0,0.0,2022-06-10 00:11:08
14935426,1654819882800000,1786.9244493164294,1786.9244493164294,0.0,0.0,2022-06-10 00:11:22
14935427,1654819888800000,1787.0020672937264,1787.0020672937264,0.0,0.0,2022-06-10 00:11:28
14935428,1654819912800000,1787.0455050866578,1787.0455050866578,0.0,0.0,2022-06-10 00:11:52
14935429,1654819925800000,1787.1511026761941,1787.1511026761941,0.0,0.0,2022-06-10 00:12:05
14935430,1654819952800000,1787.1511026761941,1787.1511026761941,0.0,0.0,2022-06-10 00:12:32
14935431,1654819965800000,1787.1511026761941,1787.1511026761941,0.0,0.0,2022-06-10 00:12:45
14935432,1654819973800000,1787.1511026761941,1787.1511026761941,0.0,0.0,2022-06-10 00:12:53
14935433,1654819987800000,1787.1511026761941,1787.1511026761941,0.0,0.0,2022-06-10 00:13:07
14935434,1654819990800000,1787.1042230422674,1787.1042230422674,0.0,0.0,2022-06-10 00:13:10
14935435,1654820003800000,1787.1042230422674,1787.1042230422674,0.0,0.0,2022-06-10 00:13:23
14935436,1654820006800000,1787.149402149477,1787.149402149477,0.0,0.0,2022-06-10 00:13:26
14935437,1654820025800000,1787.3428869452312,1787.3428869452312,0.0,0.0,2022-06-10 00:13:45
14935438,1654820027800000,1787.3428869452312,1787.3428869452312,0.0,0.0,2022-06-10 00:13:47
14935439,1654820034800000,1778.6268417659671,1778.6268417659671,0.0,0.0,2022-06-10 00:13:54
14935440,1654820044800000,1778.5771404176096,1778.5771404176096,0.0,0.0,2022-06-10 00:14:04
14935441,1654820051800000,1778.5771404176096,1778.5771404176096,0.0,0.0,2022-06-10 00:14:11
14935442,1654820070800000,1778.5771404176096,1778.5771404176096,0.0,0.0,2022-06-10 00:14:30
14935443,1654820072800000,1778.6130727802138,1778.6130727802138,0.0,0.0,2022-06-10 00:14:32
14935444,1654820095800000,1774.2421214308056,1774.2421214308056,0.0,0.0,2022-06-10 00:14:55
14935445,1654820133800000,1774.2421214308056,1774.2421214308056,0.0,0.0,2022-06-10 00:15:33
14935446,1654820138800000,1774.2421214308056,1774.2421214308056,0.0,0.0,2022-06-10 00:15:38
14935447,1654820159800000,1770.206725518119,1770.206725518119,0.0,0.0,2022-06-10 00:15:59
14935448,1654820179800000,1765.6072592079793,1765.6072592079793,0.0,0.0,2022-06-10 00:16:19
14935449,1654820188800000,1765.6072592079793,1765.6072592079793,0.0,0.0,2022-06-10 00:16:28
14935450,1654820196800000,1760.78341450868,1760.78341450868,0.0,0.0,2022-06-10 00:16:36
14935451,1654820207800000,1760.749461672178,1760.749461672178,0.0,0.0,2022-06-10 00:16:47
14935452,1654820213800000,1755.375984705809,1755.375984705809,0.0,0.0,2022-06-10 00:16:53
14935453,1654820217800000,1755.375984705809,1755.375984705809,0.0,0.0,2022-06-10 00:16:57
14935454,1654820294800000,1755.375984705809,1755.375984705809,0.0,0.0,2022-06-10 00:18:14
14935455,1654820298800000,1754.4778982138896,1754.4778982138896,0.0,0.0,2022-06-10 00:18:18
14935456,1654820319800000,1754.4778982138896,1754.4778982138896,0.0,0.0,2022-06-10 00:18:39
14935457,1654820329800000,1754.2471714866792,1754.2471714866792,0.0,0.0,2022-06-10 00:18:49
14935458,1654820338800000,1754.3161610368766,1754.3161610368766,0.0,0.0,2022-06-10 00:18:58
14935459,1654820349800000,1754.3161610368766,1754.3161610368766,0.0,0.0,2022-06-10 00:19:09
14935460,1654820350800000,1754.3161610368766,1754.3161610368766,0.0,0.0,2022-06-10 00:19:10
14935461,1654820355800000,1757.166817777435,1757.166817777435,0.0,0.0,2022-06-10 00:19:15
14935462,1654820367800000,1760.7922562246822,1760.7922562246822,0.0,0.0,2022-06-10 00:19:27
14935463,1654820380800000,1760.7922562246822,1760.7922562246822,0.0,0.0,2022-06-10 00:19:40
14935464,1654820386800000,1760.7922562246822,1760.7922562246822,0.0,0.0,2022-06-10 00:19:46
14935465,1654820390800000,1760.1707400504215,1760.1707400504215,0.0,0.0,2022-06-10 00:19:50
14935466,1654820432800000,1760.0982737568995,1760.0982737568995,0.0,0.0,2022-06-10 00:20:32
14935467,1654820438800000,1760.0982737568995,1760.0982737568995,0.0,0.0,2022-06-10 00:20:38
14935468,1654820446800000,1760.0982737568995,1760.0982737568995,0.0,0.0,2022-06-10 00:20:46
14935469,1654820447800000,1760.0982737568995,1760.0982737568995,0.0,0.0,2022-06-10 00:20:47
14935470,1654820459800000,1760.0781718272963,1760.0781718272963,0.0,0.0,2022-06-10 00:20:59
14935471,1654820466800000,1760.058443664721,1760.058443664721,0.0,0.0,2022-06-10 00:21:06
14935472,1654820470800000,1760.058443664721,1760.058443664721,0.0,0.0,2022-06-10 00:21:10
14935473,1654820475800000,1760.0426613736136,1760.0426613736136,0.0,0.0,2022-06-10 00:21:15
14935474,1654820482800000,1760.0426613736136,1760.0426613736136,0.0,0.0,2022-06-10 00:21:22
14935475,1654820489800000,1759.4486852172436,1759.4486852172436,0.0,0.0,2022-06-10 00:21:29
14935476,1654820496800000,1759.440798147602,1759.440798147602,0.0,0.0,2022-06-10 00:21:36
14935477,1654820513800000,1763.9435734333663,1763.9435734333663,0.0,0.0,2022-06-10 00:21:53
14935478,1654820530800000,1763.6393878579775,1763.6393878579775,0.0,0.0,2022-06-10 00:22:10
14935479,1654820546800000,1763.8271489277533,1763.8271489277533,0.0,0.0,2022-06-10 00:22:26
14935480,1654820590800000,1763.8271489277533,1763.8271489277533,0.0,0.0,2022-06-10 00:23:10
14935481,1654820597800000,1764.0299386845413,1764.0299386845413,0.0,0.0,2022-06-10 00:23:17
14935482,1654820601800000,1764.0299386845413,1764.0299386845413,0.0,0.0,2022-06-10 00:23:21
14935483,1654820610800000,1764.1365130143554,1764.1365130143554,0.0,0.0,2022-06-10 00:23:30
14935484,1654820625800000,1764.1780802966548,1764.1780802966548,0.0,0.0,2022-06-10 00:23:45
14935485,1654820638800000,1764.027630824404,1764.027630824404,0.0,0.0,2022-06-10 00:23:58
14935486,1654820648800000,1764.027630824404,1764.027630824404,0.0,0.0,2022-06-10 00:24:08
14935487,1654820649800000,1764.027630824404,1764.027630824404,0.0,0.0,2022-06-10 00:24:09
14935488,1654820651800000,1764.1292126247633,1764.1292126247633,0.0,0.0,2022-06-10 00:24:11
14935489,1654820665800000,1764.1292126247633,1764.1292126247633,0.0,0.0,2022-06-10 00:24:25
14935490,1654820681800000,1764.1292126247633,1764.1292126247633,0.0,0.0,2022-06-10 00:24:41
14935491,1654820693800000,1764.1292126247633,1764.1292126247633,0.0,0.0,2022-06-10 00:24:53
14935492,1654820695800000,1764.1353285493653,1764.1353285493653,0.0,0.0,2022-06-10 00:24:55
14935493,1654820707800000,1764.1353285493653,1764.1353285493653,0.0,0.0,2022-06-10 00:25:07
14935494,1654820711800000,1764.3678783431526,1764.3678783431526,0.0,0.0,2022-06-10 00:25:11
14935495,1654820725800000,1764.3678783431526,1764.3678783431526,0.0,0.0,2022-06-10 00:25:25
14935496,1654820732800000,1764.3738982757484,1764.3738982757484,0.0,0.0,2022-06-10 00:25:32
14935497,1654820746800000,1771.6016767598287,1771.6016767598287,0.0,0.0,2022-06-10 00:25:46
14935498,1654820758800000,1771.6016767598287,1771.6016767598287,0.0,0.0,2022-06-10 00:25:58
14935499,1654820776800000,1771.6016767598287,1771.6016767598287,0.0,0.0,2022-06-10 00:26:16
14935500,1654820805800000,1771.6016767598287,1771.6016767598287,0.0,0.0,2022-06-10 00:26:45
14935501,1654820810800000,1771.5374518130934,1771.5374518130934,0.0,0.0,2022-06-10 00:26:50
14935502,1654820823800000,1771.5374518130934,1771.5374518130934,0.0,0.0,2022-06-10 00:27:03
14935503,1654820843800000,1771.6064375078086,1771.6064375078086,0.0,0.0,2022-06-10 00:27:23
14935504,1654820854800000,1771.5865153223106,1771.5865153223106,0.0,0.0,2022-06-10 00:27:34
14935505,1654820870800000,1771.5865153223106,1771.5865153223106,0.0,0.0,2022-06-10 00:27:50
14935506,1654820875800000,1771.5865153223106,1771.5865153223106,0.0,0.0,2022-06-10 00:27:55
14935507,1654820885800000,1771.5865153223106,1771.5865153223106,0.0,0.0,2022-06-10 00:28:05
14935508,1654820892800000,1771.4902946032491,1771.4902946032491,0.0,0.0,2022-06-10 00:28:12
14935509,1654820916800000,1771.5437824883716,1771.5437824883716,0.0,0.0,2022-06-10 00:28:36
14935510,1654820922800000,1771.5354155740201,1771.5354155740201,0.0,0.0,2022-06-10 00:28:42
14935511,1654820925800000,1771.5354155740201,1771.5354155740201,0.0,0.0,2022-06-10 00:28:45
14935512,1654820928800000,1771.5354155740201,1771.5354155740201,0.0,0.0,2022-06-10 00:28:48
14935513,1654820942800000,1771.4929113975816,1771.4929113975816,0.0,0.0,2022-06-10 00:29:02
14935514,1654820953800000,1771.6646145416653,1771.6646145416653,0.0,0.0,2022-06-10 00:29:13
14935515,1654820972800000,1771.6646145416653,1771.6646145416653,0.0,0.0,2022-06-10 00:29:32
14935516,1654820984800000,1771.6646145416653,1771.6646145416653,0.0,0.0,2022-06-10 00:29:44
14935517,1654820991800000,1771.6646145416653,1771.6646145416653,0.0,0.0,2022-06-10 00:29:51
14935518,1654821008800000,1771.6646145416653,1771.6646145416653,0.0,0.0,2022-06-10 00:30:08
14935519,1654821030800000,1771.6841666874132,1771.6841666874132,0.0,0.0,2022-06-10 00:30:30
14935520,1654821038800000,1771.6318608015386,1771.6318608015386,0.0,0.0,2022-06-10 00:30:38
14935521,1654821058800000,1771.6318608015386,1771.6318608015386,0.0,0.0,2022-06-10 00:30:58
14935522,1654821070800000,1771.6318608015386,1771.6318608015386,0.0,0.0,2022-06-10 00:31:10
14935523,1654821075800000,1771.623891717207,1771.623891717207,0.0,0.0,2022-06-10 00:31:15
14935524,1654821100800000,1771.623891717207,1771.623891717207,0.0,0.0,2022-06-10 00:31:40
14935525,1654821125800000,1771.5251542422657,1771.5251542422657,0.0,0.0,2022-06-10 00:32:05
14935526,1654821134800000,1771.5251542422657,1771.5251542422657,0.0,0.0,2022-06-10 00:32:14
14935527,1654821136800000,1771.431953643582,1771.431953643582,0.0,0.0,2022-06-10 00:32:16
14935528,1654821163800000,1771.2327763972896,1771.2327763972896,0.0,0.0,2022-06-10 00:32:43
14935529,1654821180800000,1771.2327763972896,1771.2327763972896,0.0,0.0,2022-06-10 00:33:00
14935530,1654821198800000,1771.2327763972896,1771.2327763972896,0.0,0.0,2022-06-10 00:33:18
14935531,1654821200800000,1771.2160470394597,1771.2160470394597,0.0,0.0,2022-06-10 00:33:20
14935532,1654821232800000,1771.2160470394597,1771.2160470394597,0.0,0.0,2022-06-10 00:33:52
14935533,1654821237800000,1771.1164724332205,1771.1164724332205,0.0,0.0,2022-06-10 00:33:57
14935534,1654821271800000,1771.1164724332205,1771.1164724332205,0.0,0.0,2022-06-10 00:34:31
14935535,1654821272800000,1771.1164724332205,1771.1164724332205,0.0,0.0,2022-06-10 00:34:32
14935536,1654821276800000,1771.124922421676,1771.124922421676,0.0,0.0,2022-06-10 00:34:36
14935537,1654821284800000,1770.726705122107,1770.726705122107,0.0,0.0,2022-06-10 00:34:44
14935538,1654821302800000,1770.726705122107,1770.726705122107,0.0,0.0,2022-06-10 00:35:02
14935539,1654821312800000,1770.7442293503673,1770.7442293503673,0.0,0.0,2022-06-10 00:35:12
14935540,1654821335800000,1770.7442293503673,1770.7442293503673,0.0,0.0,2022-06-10 00:35:35
14935541,1654821340800000,1770.7442293503673,1770.7442293503673,0.0,0.0,2022-06-10 00:35:40
14935542,1654821358800000,1770.7442293503673,1770.7442293503673,0.0,0.0,2022-06-10 00:35:58
14935543,1654821389800000,1770.7442293503673,1770.7442293503673,0.0,0.0,2022-06-10 00:36:29
14935544,1654821391800000,1770.629663534546,1770.629663534546,0.0,0.0,2022-06-10 00:36:31
14935545,1654821407800000,1770.629663534546,1770.629663534546,0.0,0.0,2022-06-10 00:36:47
14935546,1654821410800000,1770.629663534546,1770.629663534546,0.0,0.0,2022-06-10 00:36:50
14935547,1654821429800000,1770.6562599196373,1770.6562599196373,0.0,0.0,2022-06-10 00:37:09
14935548,1654821437800000,1770.5721744456569,1770.5721744456569,0.0,0.0,2022-06-10 00:37:17
14935549,1654821561800000,1770.5477557258423,1770.5477557258423,0.0,0.0,2022-06-10 00:39:21
14935550,1654821566800000,1770.5477557258423,1770.5477557258423,0.0,0.0,2022-06-10 00:39:26
14935551,1654821600800000,1770.4880437892052,1770.4880437892052,0.0,0.0,2022-06-10 00:40:00
14935552,1654821617800000,1770.4880437892052,1770.4880437892052,0.0,0.0,2022-06-10 00:40:17
14935553,1654821631800000,1770.408432574428,1770.408432574428,0.0,0.0,2022-06-10 00:40:31
14935554,1654821642800000,1770.408432574428,1770.408432574428,0.0,0.0,2022-06-10 00:40:42
14935555,1654821661800000,1770.408432574428,1770.408432574428,0.0,0.0,2022-06-10 00:41:01
14935556,1654821667800000,1770.408432574428,1770.408432574428,0.0,0.0,2022-06-10 00:41:07
14935557,1654821693800000,1770.408432574428,1770.408432574428,0.0,0.0,2022-06-10 00:41:33
14935558,1654821715800000,1770.4533990529417,1770.4533990529417,0.0,0.0,2022-06-10 00:41:55
14935559,1654821721800000,1770.4676757218185,1770.4676757218185,0.0,0.0,2022-06-10 00:42:01
14935560,1654821794800000,1771.4708234299899,1771.4708234299899,0.0,0.0,2022-06-10 00:43:14
14935561,1654821837800000,1771.4708234299899,1771.4708234299899,0.0,0.0,2022-06-10 00:43:57
14935562,1654821843800000,1771.4708234299899,1771.4708234299899,0.0,0.0,2022-06-10 00:44:03
14935563,1654821845800000,1771.4953709014897,1771.4953709014897,0.0,0.0,2022-06-10 00:44:05
14935564,1654821862800000,1771.4953709014897,1771.4953709014897,0.0,0.0,2022-06-10 00:44:22
14935565,1654821874800000,1771.5347982791109,1771.5347982791109,0.0,0.0,2022-06-10 00:44:34
14935566,1654821889800000,1771.5347982791109,1771.5347982791109,0.0,0.0,2022-06-10 00:44:49
14935567,1654821892800000,1771.5347982791109,1771.5347982791109,0.0,0.0,2022-06-10 00:44:52
14935568,1654821901800000,1771.5188614918757,1771.5188614918757,0.0,0.0,2022-06-10 00:45:01
14935569,1654821908800000,1771.5188614918757,1771.5188614918757,0.0,0.0,2022-06-10 00:45:08
14935570,1654821909800000,1771.4090876860691,1771.4090876860691,0.0,0.0,2022-06-10 00:45:09
14935571,1654821915800000,1771.4090876860691,1771.4090876860691,0.0,0.0,2022-06-10 00:45:15
14935572,1654821918800000,1776.308552208225,1776.308552208225,0.0,0.0,2022-06-10 00:45:18
14935573,1654821963800000,1776.308552208225,1776.308552208225,0.0,0.0,2022-06-10 00:46:03
14935574,1654821966800000,1776.308552208225,1776.308552208225,0.0,0.0,2022-06-10 00:46:06
14935575,1654821970800000,1776.172548795085,1776.172548795085,0.0,0.0,2022-06-10 00:46:10
14935576,1654821999800000,1776.172548795085,1776.172548795085,0.0,0.0,2022-06-10 00:46:39
14935577,1654822005800000,1776.172548795085,1776.172548795085,0.0,0.0,2022-06-10 00:46:45
14935578,1654822013800000,1776.0913934257565,1776.0913934257565,0.0,0.0,2022-06-10 00:46:53
14935579,1654822024800000,1776.0913934257565,1776.0913934257565,0.0,0.0,2022-06-10 00:47:04
14935580,1654822030800000,1775.9714116196203,1775.9714116196203,0.0,0.0,2022-06-10 00:47:10
14935581,1654822039800000,1775.9714116196203,1775.9714116196203,0.0,0.0,2022-06-10 00:47:19
14935582,1654822051800000,1775.895429434467,1775.895429434467,0.0,0.0,2022-06-10 00:47:31
14935583,1654822073800000,1775.895429434467,1775.895429434467,0.0,0.0,2022-06-10 00:47:53
14935584,1654822083800000,1775.8938298619973,1775.8938298619973,0.0,0.0,2022-06-10 00:48:03
14935585,1654822089800000,1775.8138539929043,1775.8138539929043,0.0,0.0,2022-06-10 00:48:09
14935586,1654822103800000,1775.8053768677585,1775.8053768677585,0.0,0.0,2022-06-10 00:48:23
14935587,1654822107800000,1775.852243078491,1775.852243078491,0.0,0.0,2022-06-10 00:48:27
14935588,1654822121800000,1775.852243078491,1775.852243078491,0.0,0.0,2022-06-10 00:48:41
14935589,1654822126800000,1775.8330490525516,1775.8330490525516,0.0,0.0,2022-06-10 00:48:46
14935590,1654822150800000,1775.8250516336545,1775.8250516336545,0.0,0.0,2022-06-10 00:49:10
14935591,1654822164800000,1775.8250516336545,1775.8250516336545,0.0,0.0,2022-06-10 00:49:24
14935592,1654822203800000,1775.7528524157858,1775.7528524157858,0.0,0.0,2022-06-10 00:50:03
14935593,1654822265800000,1775.7528524157858,1775.7528524157858,0.0,0.0,2022-06-10 00:51:05
14935594,1654822274800000,1775.7528524157858,1775.7528524157858,0.0,0.0,2022-06-10 00:51:14
14935595,1654822287800000,1775.7528524157858,1775.7528524157858,0.0,0.0,2022-06-10 00:51:27
14935596,1654822298800000,1775.7049919134784,1775.7049919134784,0.0,0.0,2022-06-10 00:51:38
14935597,1654822325800000,1775.7049919134784,1775.7049919134784,0.0,0.0,2022-06-10 00:52:05
14935598,1654822336800000,1775.6250288096924,1775.6250288096924,0.0,0.0,2022-06-10 00:52:16
14935599,1654822347800000,1775.652048265932,1775.652048265932,0.0,0.0,2022-06-10 00:52:27
14935600,1654822378800000,1775.652048265932,1775.652048265932,0.0,0.0,2022-06-10 00:52:58
14935601,1654822385800000,1775.634827439355,1775.634827439355,0.0,0.0,2022-06-10 00:53:05
14935602,1654822425800000,1775.634827439355,1775.634827439355,0.0,0.0,2022-06-10 00:53:45
14935603,1654822430800000,1775.5548690808012,1775.5548690808012,0.0,0.0,2022-06-10 00:53:50
14935604,1654822433800000,1775.5548690808012,1775.5548690808012,0.0,0.0,2022-06-10 00:53:53
14935605,1654822448800000,1775.5148919282121,1775.5148919282121,0.0,0.0,2022-06-10 00:54:08
14935606,1654822458800000,1775.2702611757597,1775.2702611757597,0.0,0.0,2022-06-10 00:54:18
14935607,1654822514800000,1775.2702611757597,1775.2702611757597,0.0,0.0,2022-06-10 00:55:14
14935608,1654822517800000,1775.2702611757597,1775.2702611757597,0.0,0.0,2022-06-10 00:55:17
14935609,1654822527800000,1775.2702611757597,1775.2702611757597,0.0,0.0,2022-06-10 00:55:27
14935610,1654822531800000,1775.1905672461999,1775.1905672461999,0.0,0.0,2022-06-10 00:55:31
14935611,1654822548800000,1775.2469643363622,1775.2469643363622,0.0,0.0,2022-06-10 00:55:48
14935612,1654822583800000,1775.2469643363622,1775.2469643363622,0.0,0.0,2022-06-10 00:56:23
14935613,1654822599800000,1775.2389708789663,1775.2389708789663,0.0,0.0,2022-06-10 00:56:39
14935614,1654822604800000,1775.2389708789663,1775.2389708789663,0.0,0.0,2022-06-10 00:56:44
14935615,1654822609800000,1775.2242223831577,1775.2242223831577,0.0,0.0,2022-06-10 00:56:49
14935616,1654822624800000,1775.2242223831577,1775.2242223831577,0.0,0.0,2022-06-10 00:57:04
14935617,1654822641800000,1775.2162290794313,1775.2162290794313,0.0,0.0,2022-06-10 00:57:21
14935618,1654822647800000,1775.2162290794313,1775.2162290794313,0.0,0.0,2022-06-10 00:57:27
14935619,1654822667800000,1775.2162290794313,1775.2162290794313,0.0,0.0,2022-06-10 00:57:47
14935620,1654822675800000,1775.184256404498,1775.184256404498,0.0,0.0,2022-06-10 00:57:55
14935621,1654822688800000,1775.2235497555657,1775.2235497555657,0.0,0.0,2022-06-10 00:58:08
14935622,1654822689800000,1775.2235497555657,1775.2235497555657,0.0,0.0,2022-06-10 00:58:09
14935623,1654822690800000,1775.2235497555657,1775.2235497555657,0.0,0.0,2022-06-10 00:58:10
14935624,1654822704800000,1775.1915768838328,1775.1915768838328,0.0,0.0,2022-06-10 00:58:24
14935625,1654822712800000,1775.1744919108792,1775.1744919108792,0.0,0.0,2022-06-10 00:58:32
14935626,1654822725800000,1775.1744919108792,1775.1744919108792,0.0,0.0,2022-06-10 00:58:45
14935627,1654822734800000,1775.0397610479702,1775.0397610479702,0.0,0.0,2022-06-10 00:58:54
14935628,1654822747800000,1774.9744854927178,1774.9744854927178,0.0,0.0,2022-06-10 00:59:07
14935629,1654822765800000,1774.9744854927178,1774.9744854927178,0.0,0.0,2022-06-10 00:59:25
14935630,1654822767800000,1774.9744854927178,1774.9744854927178,0.0,0.0,2022-06-10 00:59:27
14935631,1654822777800000,1774.9744854927178,1774.9744854927178,0.0,0.0,2022-06-10 00:59:37
14935632,1654822779800000,1774.9744854927178,1774.9744854927178,0.0,0.0,2022-06-10 00:59:39
14935633,1654822783800000,1774.9744854927178,1774.9744854927178,0.0,0.0,2022-06-10 00:59:43
14935634,1654822784800000,1774.9744854927178,1774.9744854927178,0.0,0.0,2022-06-10 00:59:44
14935635,1654822791800000,1774.9585023151283,1774.9585023151283,0.0,0.0,2022-06-10 00:59:51
14935636,1654822800800000,1774.940121927926,1774.940121927926,0.0,0.0,2022-06-10 01:00:00
14935637,1654822801800000,1774.940121927926,1774.940121927926,0.0,0.0,2022-06-10 01:00:01
14935638,1654822849800000,1774.7879353007786,1774.7879353007786,0.0,0.0,2022-06-10 01:00:49
14935639,1654822853800000,1774.7879353007786,1774.7879353007786,0.0,0.0,2022-06-10 01:00:53
14935640,1654822863800000,1774.7639643967614,1774.7639643967614,0.0,0.0,2022-06-10 01:01:03
14935641,1654822878800000,1774.7639643967614,1774.7639643967614,0.0,0.0,2022-06-10 01:01:18
14935642,1654822879800000,1774.9816641954112,1774.9816641954112,0.0,0.0,2022-06-10 01:01:19
14935643,1654822897800000,1774.9816641954112,1774.9816641954112,0.0,0.0,2022-06-10 01:01:37
14935644,1654822915800000,1774.9816641954112,1774.9816641954112,0.0,0.0,2022-06-10 01:01:55
14935645,1654822923800000,1774.9816641954112,1774.9816641954112,0.0,0.0,2022-06-10 01:02:03
14935646,1654822928800000,1774.9816641954112,1774.9816641954112,0.0,0.0,2022-06-10 01:02:08
14935647,1654822964800000,1774.9743118636877,1774.9743118636877,0.0,0.0,2022-06-10 01:02:44
