timestamp_x,ask_price,bid_price,binance-futures_NEARUSDT_liquidation_long,binance-futures_NEARUSDT_liquidation_short
1648775426343923.5,13.37220138888889,13.371008680555555,21,0
1648775491789210.5,13.372017160686427,13.370772230889237,0,0
1648775548835158.5,13.373989230769231,13.372669230769231,0,0
1648775606404717.0,13.359585086042065,13.358269598470363,0,0
1648775669034963.5,13.377232121922626,13.375742086752638,0,0
1648775727631914.8,13.390192356687898,13.388938853503184,0,0
1648775788392447.8,13.401525179856115,13.400273381294964,0,0
1648775850295197.5,13.394786231884057,13.393469202898551,0,0
1648775909815487.2,13.377051502145923,13.375866952789698,0,0
1648775968486290.8,13.37258173076923,13.371408653846155,0,0
1648776029550926.2,13.359660300136424,13.35826057298772,125,0
1648776086450245.8,13.351557655954633,13.350289224952741,0,0
1648776149977880.2,13.336820175438596,13.335475146198831,16,0
1648776206903015.5,13.330891135303267,13.329552099533437,0,0
1648776268967325.8,13.32390074906367,13.322668539325843,0,0
1648776329924640.0,13.313842942345925,13.312681908548706,185,0
1648776389267133.0,13.283883165829145,13.28251256281407,233,0
1648776452926094.0,13.25787659033079,13.256370229007633,280,0
1648776508738024.2,13.258690958164642,13.257373819163293,0,0
1648776567870498.5,13.252624615384615,13.251318461538462,0,0
1648776631371210.8,13.253588154269972,13.25230991735537,0,0
1648776688074161.5,13.284837116154874,13.28353137516689,0,0
1648776748910365.5,13.284642394822006,13.283425566343041,0,0
1648776808066145.8,13.274423076923076,13.273171474358975,0,0
1648776868898343.0,13.284500888099467,13.283300177619893,0,0
1648776929508076.0,13.253557971014493,13.252356884057972,0,0
1648776990672853.2,13.23083038869258,13.229651943462898,0,0
1648777049860619.8,13.233640387275242,13.232233748271094,0,0
1648777112171495.5,13.234165745856354,13.232714548802948,0,0
1648777168879533.5,13.26332917139614,13.261820658342794,2,0
1648777229524036.0,13.261157589803014,13.259574739281577,0,0
1648777288687306.0,13.2928,13.291431818181817,0,0
1648777348819009.5,13.280813664596272,13.279526397515527,0,0
1648777408311433.5,13.2634765625,13.262302734375,0,0
1648777467723821.0,13.267634241245137,13.266517509727626,0,0
1648777526137964.5,13.266848232848233,13.265744282744283,0,0
1648777585585288.8,13.256383360522022,13.255017944535073,0,0
1648777648874847.0,13.219326530612244,13.21804081632653,6,0
1648777709491840.8,13.20915228426396,13.207944162436549,0,0
1648777766852033.0,13.228311304347825,13.226993043478261,0,0
1648777827527224.5,13.227035256410257,13.225814102564101,0,0
1648777892347267.2,13.185361673414304,13.183887989203779,0,0
1648777947851209.0,13.163881899871631,13.16254813863928,16,0
1648778010993848.8,13.141123853211008,13.139547018348622,441,0
1648778069915248.0,13.083160416666667,13.081475000000001,5612,0
1648778128314010.2,13.108836969001148,13.107226176808267,0,0
1648778189986215.8,13.121781546811398,13.1203907734057,0,0
1648778251426962.8,13.125731138545953,13.124218106995885,0,0
1648778311233007.5,13.0970049689441,13.095540372670808,0,0
1648778369965956.0,13.067449481865285,13.066198186528498,0,0
1648778429049093.8,13.07074352651048,13.06938471023428,323,0
1648778489462001.0,13.06594130675526,13.064330011074198,561,0
1648778549511805.5,13.059843511450381,13.058557251908397,0,0
1648778610634252.8,13.096440872560276,13.09511021814007,0,0
1648778667918143.0,13.123653846153845,13.122341346153847,0,0
1648778727344205.0,13.097482003129889,13.096361502347419,0,0
1648778789706721.8,13.11226783625731,13.11109239766082,0,0
1648778846680522.8,13.130718531468531,13.129573426573426,0,0
1648778906092608.5,13.128939778129954,13.127733755942948,0,0
1648778969129645.2,13.142061188811189,13.140814685314686,0,0
1648779027646117.8,13.162852459016392,13.161625931445604,0,0
1648779087116466.5,13.176117100371748,13.174988847583643,0,0
1648779147179411.5,13.164500860585198,13.163301204819277,0,0
1648779211553717.0,13.156589836660617,13.155379310344827,0,0
1648779271095711.5,13.148404320987654,13.14711111111111,0,0
1648779329363586.5,13.148178571428572,13.146968406593407,0,0
1648779392358700.8,13.178776377952754,13.177483464566928,0,0
1648779448000177.8,13.144610429447853,13.143331288343557,0,0
1648779511934717.8,13.10267597765363,13.101370111731844,0,0
1648779568258250.5,13.086915730337077,13.085561797752808,574,0
1648779629710106.8,13.08705135135135,13.085783783783784,0,0
1648779689813367.2,13.070265646731572,13.069031988873435,0,0
1648779751559411.5,13.036761904761905,13.035305250305251,194,0
1648779810089075.8,13.030700688073395,13.029426605504588,757,0
1648779871946945.5,13.024725118483413,13.023385071090047,764,0
1648779929421258.0,12.893419324577861,12.890980300187618,16889,0
