timestamp_x,ask_price,bid_price,binance-futures_BTCUSDT_liquidation_long,binance-futures_BTCUSDT_liquidation_short
1643673930339703.8,38406.236432111,38406.196838453914,0.0,0.517
1643673990833688.8,38417.415080875355,38417.37115128449,0.0,0.0
1643674050826850.2,38469.0378997093,38468.96202761628,0.0,0.522
1643674111137657.5,38497.92665905632,38497.637762557075,0.0,0.9289999999999999
1643674170457515.0,38561.42572318339,38561.13917647059,0.0,0.441
1643674229276901.0,38538.13387275242,38537.99535961272,0.0,0.0
1643674289746530.2,38528.10450483991,38528.033968726726,0.0,1.3760000000000001
1643674350098983.2,38510.14939368771,38510.10905315614,0.0,0.0
1643674408541570.2,38498.795442786075,38498.70535323383,0.0,0.0
1643674470951153.5,38495.31882022472,38495.269344569286,0.0,0.0
1643674529108636.5,38470.30961139897,38470.21479274611,0.0,0.0
1643674590008834.8,38454.5638657845,38454.51275047259,0.01,0.0
1643674650853095.2,38392.18215909091,38391.88906060606,4.794,0.0
1643674709579308.5,38346.653945868944,38346.41269230769,0.468,0.0
1643674769243358.0,38308.50738853503,38308.38266100496,0.6639999999999999,0.0
1643674829809223.0,38309.08635225376,38309.030659432385,0.0,0.0
1643674889345930.0,38310.402376644735,38310.3359375,0.0,0.0
1643674947816262.5,38331.00094488189,38330.941058617675,0.0,0.0
1643675009922294.0,38355.37805263158,38355.31759649123,0.0,0.0
1643675069948262.8,38390.44248760331,38390.36417355372,0.0,0.0
1643675129169878.8,38398.08150684931,38398.01048923679,0.0,0.0
1643675189684064.5,38397.24313348416,38397.20641402715,0.0,0.0
1643675250285096.0,38407.69405263158,38407.65132631579,0.0,0.0
1643675309654415.8,38398.72417582417,38398.63389194139,0.0,0.0
1643675370352802.2,38416.29412429378,38416.24299435029,0.0,0.0
1643675430232228.8,38427.483058823535,38427.45428877005,0.0,0.032
1643675488671211.2,38432.43458888889,38432.38951111111,0.0,0.0
1643675551474899.5,38412.22839700997,38412.16271594684,0.0,0.0
1643675610938541.0,38388.25875842156,38388.14406159769,0.0,0.0
1643675669184874.2,38360.9702141527,38360.92152700186,0.0,0.0
1643675728427151.2,38370.03717484008,38369.99390191898,0.0,0.0
1643675791176065.0,38368.72311310191,38368.677939529676,0.0,0.0
1643675849658579.2,38335.81640079761,38335.721176470586,0.0,0.0
1643675909726437.0,38322.76977362204,38322.731761811025,0.0,0.0
1643675969583681.8,38314.31284313725,38314.29051198257,0.0,0.0
1643676028252837.5,38304.20821587868,38304.167261373776,0.0,0.0
1643676091155650.8,38293.093753258036,38293.00248479583,0.1,0.0
1643676149217181.0,38283.03754901961,38282.96668449198,0.016,0.0
1643676209144231.0,38305.71213055303,38305.64886672711,0.0,0.0
1643676270585360.8,38307.440081967216,38307.37964139345,0.0,0.0
1643676331038931.0,38279.23252459017,38279.12354918032,0.266,0.0
1643676389456930.5,38275.474296028886,38275.41361913357,0.34800000000000003,0.0
1643676446876201.8,38272.65183299389,38272.619704684315,0.024,0.0
1643676509571999.2,38328.07609310058,38327.839700748125,0.0,0.0
1643676570427968.8,38306.61344096872,38306.562330978806,0.0,0.0
1643676630123753.5,38319.464340206185,38319.4388556701,0.0,0.0
1643676689123704.0,38332.349449944995,38332.31678767877,0.0,0.0
1643676748570775.5,38330.135748502995,38330.074451097804,0.0,0.0
1643676810484055.0,38325.00471769134,38324.985144291095,0.0,0.0
1643676871688793.0,38322.0622246696,38321.982268722466,0.0,0.0
1643676930316297.8,38323.493935340026,38323.47002229654,0.0,0.0
1643676991255525.0,38306.977029328285,38306.949195837275,0.0,0.0
1643677049331298.8,38298.54141982864,38298.51619339045,0.0,0.0
1643677109011938.0,38292.27392550144,38292.23520534861,0.0,0.0
1643677171504071.2,38311.610392156865,38311.58879256966,0.0,0.0
1643677230017191.0,38312.86183654729,38312.68957759412,0.015,0.0
1643677287724481.8,38350.258010948906,38350.200419708024,0.0,0.0
1643677350992353.8,38319.76525,38319.72411111111,0.0,0.0
1643677407848601.5,38302.92712398374,38302.81085365854,0.0,0.0
1643677470488323.8,38308.287461459404,38308.24829393628,0.0,0.0
1643677530579989.0,38309.85448521916,38309.83869520897,0.0,0.0
1643677591041094.2,38320.63078358209,38320.45347947761,0.165,0.0
1643677651016794.8,38364.247276746246,38364.18711759505,0.015,0.0
1643677709346090.0,38363.54956521739,38363.51495449949,0.0,0.0
1643677769998158.5,38354.43113849765,38354.405950704226,0.0,0.0
1643677828600274.8,38359.17979939819,38359.13578736209,0.0,0.0
1643677888241780.2,38360.0854681648,38360.038714107366,0.0,0.0
1643677948689243.8,38348.741661202184,38348.7062295082,0.0,0.0
1643678010705944.2,38342.14870824054,38342.1010467706,0.0,0.0
1643678072025557.2,38347.319481236205,38347.25114790287,0.0,0.0
1643678130054167.2,38357.42093247588,38357.395594855305,0.0,0.0
1643678190887831.8,38342.66324596774,38342.617116935486,0.0,0.0
1643678250195932.2,38320.97251908397,38320.94444929117,0.0,0.0
1643678308831729.5,38312.56818921668,38312.53916581892,0.0,0.0
1643678370425548.0,38315.82966280295,38315.81042149631,0.0,0.0
1643678427961142.8,38313.85662131519,38313.83568027211,0.0,0.0
1643678489659254.0,38312.73365426696,38312.71766958425,0.0,0.0
1643678548066902.8,38305.50987104338,38305.468698710436,0.0,0.0
1643678608165898.0,38306.36518386714,38306.33887307236,0.0,0.0
1643678669492290.8,38306.302595155714,38306.28882352941,0.0,0.0
1643678730552219.5,38308.18428176795,38308.168660220996,0.0,0.0
1643678788774635.0,38312.11895899054,38312.08679284963,0.0,0.0
1643678849345176.8,38292.44013833992,38292.39578063241,0.0,0.0
1643678910438461.5,38275.444990859236,38275.38202925045,0.015,0.0
1643678968390103.5,38296.96006346329,38296.901432456936,0.0,0.021
1643679026919269.0,38299.44944265809,38299.40575562701,0.0,0.0
1643679090666623.8,38290.125205327415,38290.0712763596,0.352,0.0
1643679150322706.0,38276.52747,38276.46972,0.235,0.0
1643679208256882.0,38275.24460481099,38275.21578465063,0.0,0.0
1643679270500407.2,38272.73045816733,38272.684312749,0.0,0.0
1643679328647303.5,38267.53928128872,38267.507236679055,0.0,0.0
1643679391247396.8,38281.68508407517,38281.622017804155,0.0,0.0
1643679448337805.8,38289.05133263379,38289.003252885625,0.0,0.0
1643679508799669.2,38278.40717344754,38278.36463597431,0.0,0.0
1643679569129798.2,38288.77918617614,38288.74089186176,0.0,0.0
1643679628639622.8,38297.3080379147,38297.27327014218,0.0,0.0
1643679690146401.8,38286.522052565706,38286.47684605757,0.0,0.0
1643679750842652.2,38278.50204569055,38278.44950155763,0.0,0.0
1643679811248219.5,38267.58983461962,38267.55640573318,0.8089999999999999,0.0
1643679869836759.2,38267.74059745348,38267.71829578844,0.0,0.0
1643679930033645.2,38269.47538235294,38269.42570588235,0.0,0.0
1643679993879249.0,38234.75654176425,38234.337259953165,3.221,0.0
1643680049518993.8,38187.71430449827,38187.62371626298,6.788,0.0
1643680109356385.0,38190.94114541024,38190.87697806661,0.0,0.0
1643680167817301.5,38185.49911985019,38185.44667602996,0.0,0.0
1643680230723703.0,38175.838486789435,38175.79626100881,0.21400000000000002,0.005
1643680291672303.8,38180.40806625578,38180.29993836672,0.019,0.0
1643680348738620.0,38195.66698024459,38195.62332079021,0.0,0.0
1643680409637999.0,38201.769261418856,38201.72652089407,0.0,0.0
1643680468502434.2,38235.45251623377,38235.34866883117,0.0,0.0
1643680527212830.2,38222.96231285988,38222.902236084454,0.0,0.0
1643680588982319.0,38246.24107588857,38246.186705091255,0.0,0.0
1643680649109355.2,38219.98276863505,38219.94029041626,0.0,0.0
1643680709757737.0,38229.06171,38229.00472,0.0,0.0
1643680769845451.8,38217.62334777899,38217.5889815818,0.0,0.0
1643680830322180.2,38233.37678865508,38233.28825251602,0.0,0.0
1643680889856151.2,38216.5405212766,38216.49542553192,0.0,0.0
1643680950142090.2,38243.38007751938,38243.32238372093,0.0,0.0
1643681009143948.8,38261.88644562334,38261.80086648983,0.0,0.0
