timestamp_x,ask_price,bid_price,binance-futures_ETHUSDT_liquidation_long,binance-futures_ETHUSDT_liquidation_short
1643673926656775.0,2685.033204775023,2685.01520661157,0.0,2.034
1643673988718171.5,2684.969221052632,2684.950884210526,0.0,0.0
1643674050432332.0,2690.9882294832823,2690.9561854103345,0.0,5.215
1643674110909836.0,2694.4834105960263,2694.4512086092714,0.0,0.626
1643674169997509.0,2701.2479914833216,2701.19839602555,0.0,15.657
1643674228517457.2,2697.3949612403103,2697.3678759689924,0.0,0.0
1643674289124220.2,2698.2751886066208,2698.237482678984,0.0,0.20400000000000001
1643674348820422.0,2697.5921468401484,2697.5745817843867,0.0,0.0
1643674407348772.2,2696.450262096774,2696.4305846774196,0.0,0.0
1643674469999123.0,2697.068244485294,2697.0484191176474,0.0,0.0
1643674528349953.8,2695.6758572752547,2695.6544578313255,0.0,0.0
1643674590119343.8,2695.7295703125,2695.71212890625,0.0,0.0
1643674649760505.5,2692.0278627280622,2692.0030321459603,0.0,0.0
1643674710504059.5,2688.0952860596294,2688.0534810636586,0.851,0.0
1643674767735240.8,2682.943436714166,2682.925364626991,3.706,0.0
1643674828255258.0,2681.942515666965,2681.9162757385857,0.8340000000000001,0.0
1643674888299982.8,2681.8536577868854,2681.8338114754097,0.0,0.0
1643674947886098.8,2683.3187191650854,2683.2987381404178,0.0,0.0
1643675008552093.2,2685.961003552398,2685.946731793961,0.0,0.0
1643675068696072.8,2689.474480968858,2689.4530190311416,0.0,0.0
1643675128366117.2,2690.6923372781066,2690.673895463511,0.0,0.0
1643675189516175.5,2690.572508178844,2690.5568484187565,0.0,0.0
1643675248599569.8,2692.1207019328585,2692.103957273652,0.0,0.0
1643675308688449.0,2691.1658150619637,2691.14360343184,0.0,0.0
1643675369419643.2,2691.341450094162,2691.325536723164,0.0,0.0
1643675426922702.8,2691.983575883576,2691.96446985447,0.0,0.0
1643675488881482.0,2692.6791512513605,2692.6620348204574,0.0,0.0
1643675550015876.2,2691.3628996282528,2691.339646840149,0.0,0.418
1643675609237562.5,2687.9322765757292,2687.9059078080904,0.0,0.0
1643675667405984.2,2686.2503371970492,2686.2359536354056,0.0,0.0
1643675728296474.5,2687.425933333333,2687.4127666666664,0.0,0.0
1643675788869669.8,2686.766916395223,2686.7498371335505,0.0,0.0
1643675847672643.8,2683.9657050592036,2683.9359095801938,0.0,0.0
1643675908605813.2,2683.603821932682,2683.5824212812163,0.0,0.0
1643675967637582.2,2682.8952253349576,2682.877819732034,0.0,0.0
1643676026214879.0,2681.771686868687,2681.7503131313133,0.0,0.0
1643676089256693.2,2681.646180159635,2681.6239338654505,0.0,0.0
1643676149911954.0,2681.612938034188,2681.595502136752,0.0,0.0
1643676207923085.8,2682.441496461072,2682.416552072801,0.0,0.0
1643676268527999.0,2683.5899898682874,2683.5699392097263,0.0,0.0
1643676328509115.0,2681.601561618062,2681.580498588899,0.0,0.0
1643676387603603.2,2680.7665312500003,2680.7484375,0.0,0.0
1643676447894741.8,2680.952325830654,2680.93448017149,0.0,0.0
1643676508333808.8,2686.2442558746734,2686.217841601392,0.0,0.0
1643676569233953.8,2685.863269447576,2685.844983089064,0.0,0.0
1643676629643558.8,2687.078627881449,2687.0562239297474,0.0,0.0
1643676688920059.8,2687.2524913494813,2687.234648212226,0.0,0.0
1643676748051529.0,2687.4891240045504,2687.4720477815704,0.0,0.0
1643676807662494.5,2687.8671153846158,2687.8520248868776,0.0,0.0
1643676869597166.8,2688.213311546841,2688.1971132897606,0.0,0.0
1643676928873489.5,2688.572926315789,2688.5569263157895,0.0,0.0
1643676986921115.8,2687.313660418964,2687.302183020948,0.0,0.0
1643677046605759.8,2685.884449648712,2685.8714519906325,0.0,0.0
1643677108104947.0,2683.8622326064383,2683.846022845275,0.0,0.0
1643677169554660.8,2685.9350795053,2685.9203356890457,0.0,0.0
1643677229284989.8,2686.7602910798123,2686.703089201878,0.0,0.0
1643677288378732.8,2693.5108448275864,2693.480603448276,0.0,0.86
1643677350272036.0,2690.457012025902,2690.4360129509714,0.0,0.0
1643677408389808.8,2689.6187549800798,2689.5943027888447,0.0,0.0
1643677469488784.8,2690.506132339236,2690.4911183597387,0.0,0.0
1643677528326886.8,2690.8203928170597,2690.807665544332,0.0,0.0
1643677590100672.8,2692.688311688312,2692.649523809524,0.0,3.452
1643677650609113.5,2697.3667394957984,2697.336613445378,0.0,8.828
1643677708448497.0,2697.7975790513833,2697.781778656127,0.0,0.0
1643677768921663.0,2698.20212890625,2698.188193359375,0.0,0.0
1643677827625582.2,2698.8543116634796,2698.832820267686,0.0,0.0
1643677888718655.5,2698.9582887700535,2698.941668449198,0.0,0.0
1643677947491039.0,2698.1330211817167,2698.118795986622,0.0,0.0
1643678010058622.8,2697.9902662037034,2697.9762615740738,0.0,0.0
1643678070837200.0,2698.319227722772,2698.299069306931,0.0,0.0
1643678128118582.5,2698.2254273029966,2698.210810210877,0.0,0.0
1643678189634128.2,2697.5064617044227,2697.4903883495144,0.0,0.0
1643678249048324.8,2696.0049660633485,2695.9894796380095,0.0,0.0
1643678308120015.2,2695.1978327832785,2695.1830583058304,0.0,0.0
1643678368967492.0,2695.2784738041,2695.263006833713,0.0,0.0
1643678427124295.0,2696.2380079681275,2696.2246314741037,0.0,0.0
1643678489002592.5,2696.203611404435,2696.1905174234425,0.0,0.036
1643678547375393.0,2694.6741035856576,2694.661832669323,0.0,0.0
1643678609387889.2,2694.1967148014437,2694.181347773767,0.0,0.0
1643678668292872.2,2693.9014377682406,2693.8884227467815,0.0,0.0
1643678729618313.5,2693.69054732041,2693.677046750285,0.0,0.0
1643678787869041.8,2695.0916487455197,2695.0729629629627,0.0,0.0
1643678848627115.8,2694.814808806489,2694.7968829663964,0.0,0.0
1643678909328650.5,2694.5977474747474,2694.5780505050507,0.0,0.0
1643678967595352.8,2698.522967032967,2698.50010989011,0.0,0.0
1643679027268892.2,2698.3171507150714,2698.303674367437,0.0,0.0
1643679089246156.8,2698.1112048192767,2698.0944797371308,0.0,0.0
1643679147802978.5,2697.7037485843716,2697.6867610419026,0.016,0.0
1643679208998530.2,2697.7329345088165,2697.7165994962215,0.0,0.0
1643679270736386.2,2697.6880681818184,2697.6735113636364,0.0,0.0
1643679330569601.2,2696.7713325608343,2696.754866743917,0.0,0.0
1643679387283609.2,2696.4399679829244,2696.4221451440767,0.0,0.0
1643679448004524.5,2697.2094823529414,2697.1948705882355,0.0,0.0
1643679508328349.0,2696.431364734299,2696.4179710144927,0.0,0.0
1643679568786752.2,2696.5716666666667,2696.5584436274507,0.0,0.0
1643679628844468.2,2696.504544554455,2696.488811881188,0.0,0.0
1643679688472446.2,2695.3488950892856,2695.3258928571427,0.0,0.0
1643679746557309.8,2694.693781512605,2694.681608643457,0.0,0.0
1643679809310308.5,2693.7591219512196,2693.7463902439026,0.0,0.0
1643679868722626.2,2692.4541737288137,2692.439173728814,0.0,0.0
1643679929053726.2,2692.4103703703704,2692.3953086419756,0.0,0.0
1643679991767913.2,2687.1687309236945,2687.1323534136545,1.425,0.0
1643680049668314.2,2682.9772901678657,2682.960135891287,0.185,0.0
1643680108435766.0,2681.5868003731343,2681.5663805970153,0.371,0.0
