timestamp_x,ask_price,bid_price,binance-futures_NEARUSDT_liquidation_long,binance-futures_NEARUSDT_liquidation_short
1640999070499965.8,14.661828454172365,14.66010218878249,337,0
1640999125893111.2,14.655611433172304,14.653579388083735,0,0
1640999191099260.0,14.673660258481421,14.6719549273021,0,0
1640999250070004.5,14.662403034901367,14.660605462822458,0,0
1640999308164318.5,14.68227750410509,14.68048538587849,0,0
1640999371441599.8,14.683556164383562,14.681544444444445,0,0
1640999429963604.0,14.702525577557756,14.70047904290429,0,0
1640999487295336.0,14.709340336134455,14.707462016806721,0,0
1640999549661842.0,14.742085736196321,14.740208895705521,0,0
1640999610590474.0,14.758634724540903,14.756298497495827,0,0
1640999671042729.8,14.763681276005547,14.761590291262134,0,3387
1640999727259918.5,14.772123861852434,14.769921193092621,0,0
1640999791261170.2,14.795077064220184,14.792364220183485,0,3
1640999848842227.0,14.819158018252933,14.816663885267275,0,14
1640999909762176.5,14.819291027496382,14.817370332850942,0,0
1640999966183073.2,14.818897503900157,14.81639469578783,0,0
1641000031409637.2,14.825910471976401,14.823449852507373,0,0
1641000089049371.5,14.823130281690142,14.821546126760563,0,0
1641000151260978.0,14.828196177062376,14.826676458752514,0,0
1641000211892344.0,14.833845744680852,14.83222890070922,0,0
1641000269334348.8,14.828255658627087,14.826913172541744,0,0
1641000327712991.0,14.839881586826348,14.83748892215569,0,204
1641000390112095.8,14.81515965665236,14.813127181688127,0,0
1641000448500419.2,14.81166102484472,14.809501242236024,0,0
1641000508178496.8,14.80493429844098,14.80351469933185,0,0
1641000571575198.2,14.786514561403509,14.784751754385963,0,0
1641000627566799.8,14.786606948228885,14.784706403269755,0,0
1641000693785981.0,14.805185931558935,14.803288212927756,0,0
1641000749871072.0,14.815042631578947,14.813554561403508,0,0
1641000808243023.0,14.801904612850084,14.800130807248763,0,0
1641000869424204.5,14.79234541062802,14.79038502415459,0,0
1641000931912789.8,14.815798248407642,14.814303184713376,0,0
1641000987295832.2,14.850596072507553,14.848067824773413,0,1
1641001047628211.2,14.829942987249545,14.82805591985428,0,0
1641001109652742.8,14.825463580246913,14.82386378600823,0,0
1641001168126195.0,14.801787438016527,14.79958429752066,0,0
1641001230597558.2,14.803633652007647,14.801594072657743,0,0
1641001290065443.2,14.803652023121387,14.801616570327553,0,0
1641001350507506.0,14.788601180438448,14.786582799325465,0,0
1641001410738503.2,14.787408067940552,14.785937154989385,0,0
1641001467746041.5,14.781869191049914,14.779922547332186,0,0
1641001526721020.2,14.770546893787577,14.769192184368737,0,0
1641001591639885.2,14.776456140350877,14.774404306220095,0,0
1641001649795393.8,14.755135419847328,14.753303816793894,0,0
1641001712663970.8,14.782761301369865,14.781082363013697,0,0
1641001767440307.8,14.791568812877264,14.790029175050302,0,0
1641001827834470.0,14.7863297008547,14.784939316239317,0,0
1641001892803902.5,14.808821139705882,14.807273161764707,0,0
1641001952187225.5,14.7931528830313,14.791463261943987,0,0
1641002009223522.0,14.788553296703297,14.786383882783882,0,0
1641002068553753.2,14.765519742489271,14.763618025751072,0,0
1641002129170929.2,14.75492353982301,14.752905486725664,0,0
1641002189177154.2,14.7438251953125,14.742291015625,0,0
1641002250909549.0,14.739640396341464,14.737180640243903,0,0
1641002308749650.5,14.741341035120147,14.739437338262476,0,0
1641002370348915.5,14.751144784172663,14.749514928057552,0,0
1641002426289298.0,14.74993276131045,14.74809313572543,0,0
1641002492224172.5,14.761958771929825,14.759939327485382,0,0
1641002549471167.2,14.76331189591078,14.761481784386618,0,0
1641002607300372.5,14.746511589403974,14.744790728476822,0,0
1641002671599735.2,14.731537388193203,14.730043470483006,0,0
1641002727569890.8,14.732059074074073,14.730422962962962,0,0
1641002788711303.2,14.732392720970536,14.730464644714038,0,0
1641002849459618.5,14.745943672014258,14.744322994652409,0,0
1641002906291985.8,14.75738177496038,14.7559088748019,0,0
1641002962931010.2,14.750972950819673,14.74953463114754,0,0
1641003027004705.8,14.737243496801707,14.735981236673773,0,0
1641003091881233.5,14.749420428015565,14.74790953307393,0,0
1641003146725495.8,14.748520600858368,14.747122746781116,0,0
1641003211298567.5,14.753558052434457,14.752113108614232,0,0
1641003271388874.5,14.763308675799086,14.762189497716895,0,0
1641003329888200.2,14.755885459940654,14.753747922848664,0,0
1641003391208521.5,14.747122056074765,14.745355887850467,0,0
1641003447675501.0,14.750171986417657,14.748448556876061,0,0
1641003508809298.0,14.750983086680762,14.749628752642707,0,0
1641003567179613.8,14.761806878306878,14.760319929453262,0,0
1641003632578936.5,14.774366507936508,14.772372380952381,0,0
1641003686685037.0,14.801659527824619,14.799453962900506,0,0
1641003749460827.2,14.793831275720164,14.792122839506172,0,0
1641003810577036.5,14.797874271844659,14.796522330097087,0,0
1641003871765089.2,14.798378341013825,14.796417050691245,0,0
1641003927149000.0,14.80225138888889,14.800679166666667,0,0
1641003988282756.8,14.79860448,14.796752799999998,0,0
1641004047618816.5,14.800972362869198,14.799142194092827,0,0
1641004111253364.5,14.807440076335878,14.806467748091602,0,0
1641004169740053.8,14.811517752808989,14.81002808988764,0,0
1641004226872124.2,14.802982624113476,14.80139609929078,0,0
1641004288930519.0,14.794846180555554,14.79333888888889,0,0
1641004350242543.5,14.790953535353536,14.789698181818181,0,0
1641004405536694.2,14.788541025641026,14.786964102564102,0,0
1641004468129203.5,14.78690300925926,14.78539375,0,0
1641004530771511.0,14.78385945945946,14.78269656019656,0,0
1641004591769005.2,14.774558058925477,14.772793587521665,0,0
1641004648664784.5,14.756507608695653,14.754204528985507,0,0
1641004709054920.0,14.755290554414785,14.753807802874743,0,0
1641004767350467.5,14.750555363984674,14.748894444444444,0,0
1641004827097913.2,14.756032425742575,14.754500990099011,0,0
1641004889772333.5,14.757749145299144,14.756275213675215,0,0
1641004950070381.8,14.747339630390144,14.745518685831623,0,0
1641005007331047.0,14.754232962138085,14.753057238307349,0,0
1641005066676021.0,14.750726121372033,14.750050395778365,0,0
1641005128464806.0,14.752649660786973,14.75110502035278,0,0
1641005194104293.2,14.753874245115455,14.752688987566607,0,0
1641005250283181.2,14.754647311827958,14.753436866359447,0,0
1641005309866911.8,14.751318198529411,14.750011213235293,0,0
1641005372250882.8,14.75147796875,14.749904062499999,0,0
1641005429890067.5,14.74285172413793,14.74124670846395,0,0
1641005489533033.2,14.7380611328125,14.736727734375,0,0
1641005550991087.2,14.740049190283402,14.739012955465586,0,0
1641005607132440.0,14.731378371501272,14.730120101781171,0,0
1641005670364241.8,14.747451652173913,14.745695826086958,0,0
1641005729511372.2,14.74514295652174,14.74370104347826,0,0
1641005790076737.0,14.732969300518135,14.730978886010362,0,0
