timestamp_x,bid_price,ask_price
1654030800000000.0,146.82308799208815,146.82308799208815
1654030860000000.0,146.82308799208815,146.82308799208815
1654030920000000.0,151.08606728408202,151.08606728408202
1654030980000000.0,151.08606728408202,151.08606728408202
1654031040000000.0,151.08606728408202,151.08606728408202
1654031100000000.0,151.08606728408202,151.08606728408202
1654031160000000.0,152.09462539116353,152.09462539116353
1654031220000000.0,152.09462539116353,152.09462539116353
1654031280000000.0,152.09462539116353,152.09462539116353
1654031340000000.0,152.09462539116353,152.09462539116353
1654031400000000.0,152.09462539116353,152.09462539116353
1654031460000000.0,152.09462539116353,152.09462539116353
1654031520000000.0,152.09462539116353,152.09462539116353
1654031580000000.0,152.09462539116353,152.09462539116353
1654031640000000.0,152.09462539116353,152.09462539116353
1654031700000000.0,149.5972178431144,149.5972178431144
1654031760000000.0,149.5972178431144,149.5972178431144
1654031820000000.0,149.5972178431144,149.5972178431144
1654031880000000.0,149.59782391588314,149.59782391588314
1654031940000000.0,149.59782391588314,149.59782391588314
1654032000000000.0,149.59782391588314,149.59782391588314
1654032060000000.0,149.59782391588314,149.59782391588314
1654032120000000.0,149.59782391588314,149.59782391588314
1654032180000000.0,149.59782391588314,149.59782391588314
1654032240000000.0,149.59782391588314,149.59782391588314
1654032300000000.0,149.59782391588314,149.59782391588314
1654032360000000.0,149.59782391588314,149.59782391588314
1654032420000000.0,149.59782391588314,149.59782391588314
1654032480000000.0,149.60564956822788,149.60564956822788
1654032540000000.0,149.14301030077795,149.14301030077795
1654032600000000.0,149.14301030077795,149.14301030077795
1654032660000000.0,149.14301030077795,149.14301030077795
1654032720000000.0,150.50527809530365,150.50527809530365
1654032780000000.0,150.50527809530365,150.50527809530365
1654032840000000.0,150.50527809530365,150.50527809530365
1654032900000000.0,150.50527809530365,150.50527809530365
1654032960000000.0,149.71185581315947,149.71185581315947
1654033020000000.0,149.71185581315947,149.71185581315947
1654033080000000.0,149.71185581315947,149.71185581315947
1654033140000000.0,149.71185581315947,149.71185581315947
1654033200000000.0,149.71185581315947,149.71185581315947
1654033260000000.0,149.71185581315947,149.71185581315947
1654033320000000.0,149.88246675093302,149.88246675093302
1654033380000000.0,149.88246675093302,149.88246675093302
1654033440000000.0,149.88246675093302,149.88246675093302
1654033500000000.0,149.88246675093302,149.88246675093302
1654033560000000.0,150.0573766078592,150.0573766078592
1654033620000000.0,150.0573766078592,150.0573766078592
1654033680000000.0,150.0573766078592,150.0573766078592
1654033740000000.0,151.3484346245065,151.3484346245065
1654033800000000.0,151.3484346245065,151.3484346245065
1654033860000000.0,151.3484346245065,151.3484346245065
1654033920000000.0,151.3484346245065,151.3484346245065
1654033980000000.0,151.3484346245065,151.3484346245065
1654034040000000.0,152.68109020956885,152.68109020956885
1654034100000000.0,152.68109020956885,152.68109020956885
1654034160000000.0,153.55414577830015,153.55414577830015
1654034220000000.0,153.55414577830015,153.55414577830015
1654034280000000.0,153.55414577830015,153.55414577830015
1654034340000000.0,153.55414577830015,153.55414577830015
1654034400000000.0,153.66027808748473,153.66027808748473
1654034460000000.0,153.66027808748473,153.66027808748473
1654034520000000.0,153.66027808748473,153.66027808748473
1654034580000000.0,153.66027808748473,153.66027808748473
1654034640000000.0,153.66027808748473,153.66027808748473
1654034700000000.0,153.66027808748473,153.66027808748473
1654034760000000.0,153.66027808748473,153.66027808748473
1654034820000000.0,153.66027808748473,153.66027808748473
1654034880000000.0,153.66027808748473,153.66027808748473
1654034940000000.0,153.6731419379908,153.6731419379908
1654035000000000.0,153.6731419379908,153.6731419379908
1654035060000000.0,153.6731419379908,153.6731419379908
1654035120000000.0,153.6731419379908,153.6731419379908
1654035180000000.0,153.6731419379908,153.6731419379908
1654035240000000.0,154.12541648490273,154.12541648490273
1654035300000000.0,154.12541648490273,154.12541648490273
1654035360000000.0,154.12541648490273,154.12541648490273
1654035420000000.0,154.12541648490273,154.12541648490273
1654035480000000.0,154.12541648490273,154.12541648490273
1654035540000000.0,154.64114884410196,154.64114884410196
1654035600000000.0,154.64114884410196,154.64114884410196
1654035660000000.0,154.64114884410196,154.64114884410196
1654035720000000.0,154.64114884410196,154.64114884410196
1654035780000000.0,154.64114884410196,154.64114884410196
1654035840000000.0,154.64114884410196,154.64114884410196
1654035900000000.0,154.64114884410196,154.64114884410196
1654035960000000.0,154.64114884410196,154.64114884410196
1654036020000000.0,153.705450366293,153.705450366293
1654036080000000.0,153.705450366293,153.705450366293
1654036140000000.0,153.705450366293,153.705450366293
1654036200000000.0,153.705450366293,153.705450366293
1654036260000000.0,153.705450366293,153.705450366293
