timestamp_x,ask_price,bid_price,binance-futures_BTCUSDT_liquidation_long,binance-futures_BTCUSDT_liquidation_short
1577864433766425.8,7206.934030418251,7206.668022813688,0.095,0.0
1577864486796957.8,7205.865080906149,7205.432168284789,0.0,0.0
1577864555070911.2,7202.120443686007,7201.744232081912,0.031,0.0
1577864609028875.8,7198.682375886525,7198.270248226951,0.0,0.0
1577864670160048.5,7200.33645522388,7200.16947761194,0.0,0.0
1577864723730564.2,7198.797083333333,7198.362462121212,0.359,0.0
1577864786173650.2,7202.55655737705,7202.4618579234975,0.0,0.0
1577864855295421.0,7202.121473684211,7202.036210526317,0.0,0.0
1577864907240757.0,7203.356928571428,7203.188857142857,0.0,0.0
1577864972211926.2,7204.604210526316,7204.427578947369,0.0,0.0
1577865029475659.5,7199.724999999999,7199.487327586207,0.0,0.0
1577865086831503.8,7200.293430656934,7200.005912408758,0.0,0.0
1577865152747519.5,7202.989935064935,7202.572727272727,0.0,0.0
1577865198765941.0,7205.173743842364,7204.892413793103,0.0,0.0
1577865266465796.0,7206.919902912621,7206.861262135922,0.0,0.0
1577865326896666.8,7206.2961827957,7206.02182795699,0.0,0.0
1577865390004539.0,7204.313772455089,7204.178443113773,0.0,0.0
1577865452205117.2,7205.657716049383,7205.5462962962965,0.0,0.0
1577865508765985.5,7205.812116788321,7205.646496350365,0.0,0.0
1577865563255484.2,7205.285952380953,7205.06261904762,0.0,0.0
1577865623184217.5,7205.472989130435,7205.23625,0.0,0.0
1577865686253304.8,7202.981551724138,7202.780689655173,0.0,0.0
1577865754767960.5,7201.4256435643565,7201.242277227722,0.0,0.0
1577865815021864.5,7199.4257641921395,7199.267903930131,0.0,0.0
1577865867461439.2,7199.052364864865,7198.689189189189,0.0,0.0
1577865926270750.0,7198.8207812499995,7198.63640625,0.0,0.0
1577865989403545.5,7200.8026666666665,7200.55703030303,0.0,0.0
1577866042862087.0,7202.336832298137,7202.065652173914,0.0,0.0
1577866107770510.0,7200.370121457489,7200.138097165992,0.0,0.0
1577866177928483.8,7199.497786885246,7199.384672131148,0.0,0.0
1577866233241349.2,7198.719245283019,7198.54,0.0,0.0
1577866291825901.8,7197.552948717948,7197.34641025641,0.0,0.0
1577866349972241.5,7193.354452830188,7192.978188679245,0.023,0.0
1577866401481047.2,7195.195118110237,7194.993149606299,0.0,0.0
1577866478335015.5,7193.99421875,7193.3635625,0.086,0.0
1577866529878478.2,7185.580162454874,7184.796335740072,2.664,0.0
1577866589667119.2,7187.08384469697,7186.695454545455,0.0,0.0
1577866643988945.2,7185.978046875,7185.718828124999,0.0,0.0
1577866710970751.0,7185.33513618677,7184.9106614786,0.0,0.0
1577866774014005.8,7184.6068,7184.372971428572,0.0,0.0
1577866834139251.2,7185.803846153846,7185.652564102564,0.0,0.0
1577866891317450.2,7188.640267175572,7188.446946564886,0.0,0.0
1577866947625039.0,7187.014466019417,7186.878834951456,0.0,0.0
1577867004746054.5,7190.324242424243,7190.223151515152,0.0,0.0
1577867068158262.5,7191.907943262411,7191.7649645390065,0.0,0.0
1577867124950051.0,7188.982711864406,7188.707683615819,0.0,0.0
1577867187164599.0,7190.160416666667,7189.996979166666,0.0,0.0
1577867250307795.2,7189.639016393442,7189.362950819673,0.0,0.0
1577867306112980.0,7187.124129353234,7186.705870646767,0.0,0.0
1577867362629532.5,7186.656934673367,7186.216934673366,0.0,0.0
1577867435634283.2,7184.674879518073,7184.502108433736,0.0,0.0
1577867492388015.5,7184.4003626943,7184.15170984456,0.0,0.0
1577867547609230.8,7186.337396449704,7186.13573964497,0.0,0.0
1577867611214417.2,7186.4683428571425,7186.345314285714,0.0,0.0
1577867657772604.8,7189.322906976744,7189.23988372093,0.0,0.0
1577867736042765.5,7189.357283950617,7189.344567901235,0.0,0.0
1577867782431239.8,7188.099270833333,7188.045729166667,0.0,0.0
1577867850749819.8,7188.404754098361,7188.376393442623,0.0,0.0
1577867907972134.8,7188.844903846154,7188.641057692308,0.0,0.0
1577867962321708.5,7188.599602649007,7188.437350993378,0.0,0.0
1577868032880092.8,7186.729857142857,7186.645,0.0,0.0
1577868085061673.8,7185.653157894737,7185.46452631579,0.0,0.0
1577868161740576.8,7185.615256410257,7185.420128205128,0.0,0.0
1577868204944260.0,7185.4614124293785,7185.297118644068,0.0,0.0
1577868266335187.5,7181.5125,7181.096544117647,0.093,0.0
1577868328723427.5,7176.252282608695,7175.6656884057975,0.233,0.0
1577868386725310.0,7176.336983471075,7176.033801652892,0.3,0.0
1577868448778728.5,7179.631589403974,7179.431456953642,0.0,0.0
1577868513311164.2,7177.888059701492,7177.634029850746,0.0,0.0
1577868574002111.0,7179.022222222222,7178.818611111111,0.0,0.0
1577868630831989.5,7181.706105263157,7181.589052631579,0.0,0.0
1577868689075045.2,7184.514943396226,7184.011849056604,0.0,0.0
1577868749211659.0,7185.713409090909,7185.440113636363,0.0,0.0
1577868809055884.2,7186.373966942148,7186.29082644628,0.0,0.0
1577868860060273.5,7186.841698113208,7186.584716981132,0.0,0.0
1577868929761703.5,7187.618994708994,7187.479047619047,0.0,0.0
1577868990186977.5,7188.204689265536,7188.048135593221,0.0,0.0
1577869043892187.2,7188.5591812865505,7188.415555555556,0.0,0.0
1577869116548386.2,7188.060965517241,7187.623310344828,0.0,0.0
1577869167605535.0,7195.327963525836,7194.845927051672,0.0,0.0
1577869228667315.0,7199.832197802198,7199.495421245421,0.0,0.0
1577869286832230.5,7202.074163568773,7201.882676579926,0.0,0.0
1577869346868488.0,7197.843252595156,7197.486885813149,0.0,0.0
1577869404157522.8,7196.663712121212,7196.432727272727,0.0,0.0
1577869476677503.5,7193.968992805756,7193.705539568345,0.0,0.0
1577869530978398.8,7195.176113989637,7194.7968393782385,0.0,0.0
1577869582999082.5,7194.275041322314,7193.981735537191,0.0,0.0
1577869652147790.8,7192.050727272727,7191.984181818182,0.0,0.0
1577869714228686.5,7190.994509803921,7190.969803921569,0.0,0.0
1577869769493294.0,7190.769705882352,7190.639117647059,0.0,0.0
1577869837458807.5,7193.15304347826,7192.894782608696,0.0,0.0
1577869883303594.5,7194.661148648649,7194.501756756757,0.0,0.0
1577869951691155.5,7195.2297777777785,7195.165555555556,0.0,0.0
1577870014476847.2,7191.989359605912,7191.398669950739,0.0,0.0
1577870070111707.5,7188.671076923078,7188.2752820512815,0.0,0.0
1577870135345571.5,7188.243174603174,7188.001428571429,0.0,0.0
1577870185717711.2,7189.116971830986,7188.575633802817,0.0,0.0
1577870252774507.0,7189.012328767124,7188.8484931506855,0.0,0.0
1577870304316975.0,7187.755220125787,7187.595157232704,0.0,0.0
1577870370029731.8,7187.263231707317,7187.090365853659,0.0,0.0
1577870432672285.8,7189.840634920635,7189.645079365079,0.0,0.0
1577870492443587.8,7191.125979381443,7190.969587628866,0.0,0.0
1577870543493118.2,7191.775636363636,7191.532454545455,0.0,0.0
1577870598259915.5,7192.621445783132,7192.483012048192,0.0,0.0
1577870670246904.0,7191.4276712328765,7191.4105479452055,0.0,0.0
1577870722274336.8,7190.491608040202,7190.3151758793965,0.0,0.0
1577870795601447.5,7190.317684210527,7189.939947368422,0.0,0.0
1577870850490230.0,7191.1819000000005,7190.9108,0.0,0.0
1577870923413660.2,7191.9572,7191.5789,0.0,0.0
1577870966893652.5,7192.831186440678,7192.64186440678,0.0,0.0
1577871020958267.5,7192.970281690141,7192.902957746479,0.0,0.0
1577871097428600.0,7193.277777777777,7193.248666666666,0.0,0.0
1577871151900416.5,7193.995166666667,7193.982333333333,0.0,0.0
1577871205180954.8,7194.289090909091,7194.239545454546,0.0,0.0
1577871269701009.8,7194.99,7194.889603960396,0.0,0.0
1577871335359878.0,7195.109024390244,7195.09743902439,0.0,0.0
1577871387824435.0,7197.014935064935,7196.925584415585,0.0,0.0
1577871453088096.0,7197.98298076923,7197.950865384615,0.0,0.0
1577871510110861.0,7198.684583333333,7198.587638888889,0.0,0.0
1577871569957483.2,7193.962344497607,7193.431387559808,0.0,0.0
1577871610292539.8,7194.0542857142855,7193.99,0.0,0.0
1577871699045798.2,7193.236330275229,7192.768165137614,0.0,0.0
