timestamp_x,ask_price,bid_price,binance-futures_BTCUSDT_liquidation_long,binance-futures_BTCUSDT_liquidation_short
1640995890459103.0,46330.61315079365,46330.3650079365,0.488,0.0
1640995948161937.5,46287.07658119658,46286.991743589744,0.034,0.0
1640996009216102.0,46326.52404376013,46326.33493517018,0.0,0.0
1640996069427870.2,46332.827740774075,46332.72929792979,0.0,0.0
1640996128695782.5,46321.626443148685,46321.554927113706,0.0,0.0
1640996190721720.5,46325.50782214156,46325.373647912886,0.0,0.0
1640996248432976.8,46296.91581687612,46296.818016157995,0.0,0.0
1640996310919139.0,46279.92090090091,46279.80435435435,0.0,0.0
1640996369299271.5,46272.321812662616,46272.16026886383,0.084,0.0
1640996427669018.8,46320.7424507874,46320.61953740158,0.0,0.0
1640996493542710.2,46333.95011959522,46333.86560257589,0.0,0.0
1640996550695902.2,46399.22150254669,46399.08269100169,0.0,0.0
1640996609473776.0,46386.25611439843,46386.17631163708,0.0,0.0
1640996671557953.5,46396.713599595554,46396.65678463094,0.0,0.0
1640996729593664.5,46391.23990384616,46391.202115384614,0.0,0.0
1640996789603226.2,46392.629773936176,46392.5973537234,0.0,0.0
1640996848230436.2,46363.42683201804,46363.35577226606,0.0,0.0
1640996908505635.8,46369.83488162345,46369.78691093574,0.0,0.0
1640996969410189.5,46357.116290697675,46357.03434883721,0.0,0.0
1640997026036948.8,46371.600825581394,46371.52006976744,0.0,0.0
1640997092261461.5,46371.87215859031,46371.78776431718,0.0,0.0
1640997151742046.0,46383.57414913958,46383.502265774376,0.0,0.0
1640997208038217.2,46384.10242807825,46384.061461449935,0.0,0.0
1640997270581673.0,46431.43254684838,46431.27814310051,0.0,0.054
1640997329778556.0,46473.29137392662,46473.19382513661,0.0,0.351
1640997388965782.2,46495.18780600462,46495.090816012314,0.0,0.11900000000000001
1640997451399074.5,46492.84985605419,46492.757967823876,0.0,0.0
1640997508727778.5,46509.227979626485,46509.1832852292,0.0,0.362
1640997569922702.5,46545.091277235166,46544.87411720511,0.0,2.4730000000000003
1640997629638747.8,46534.52918621701,46534.38180351906,0.0,0.0
1640997692505606.2,46591.771250965256,46591.541081081086,0.0,3.195
1640997749563215.0,46655.780140656396,46655.54215673141,0.0,0.899
1640997808602683.0,46655.71529257642,46655.59689082969,0.0,0.02
1640997869600313.8,46632.11245313773,46632.03061124695,0.0,0.0
1640997927785988.0,46596.85059571088,46596.74438443209,0.0,0.0
1640997989829709.0,46629.01772972973,46628.94995495496,0.0,0.0
1640998051396729.5,46638.38797608096,46638.17593376265,0.0,0.0
1640998109660019.5,46703.92473053892,46703.55750748503,0.0,1.7489999999999999
1640998168454320.2,46706.109048338374,46705.904622356495,0.0,0.12
1640998228739436.8,46694.58165413534,46694.43513784461,0.0,0.0
1640998288827496.0,46695.673300270515,46695.58829576195,0.0,0.0
1640998349118055.5,46649.347680198836,46649.19441590721,0.0,0.0
1640998409557672.8,46649.06033980582,46648.97086407767,0.0,0.0
1640998467375763.2,46656.56284263959,46656.43919796954,0.0,0.0
1640998531170290.2,46659.82524102564,46659.76432820513,0.0,0.0
1640998588634782.0,46666.39588812562,46666.35050049068,0.0,0.0
1640998650529192.5,46674.293727748685,46674.257476439794,0.0,0.0
1640998711270320.5,46671.74678270042,46671.68782700422,0.0,0.0
1640998771580891.8,46645.30879554656,46645.22392712551,0.0,0.0
1640998828880314.5,46648.79173060529,46648.74231031543,0.0,0.0
1640998890850620.2,46620.93103643724,46620.86346558705,0.0,0.0
1640998948592230.2,46595.70598827471,46595.614036850915,0.0,0.0
1640999009734112.2,46605.35547024952,46605.28555662188,0.0,0.0
1640999069116458.2,46578.78894056848,46578.71076658054,0.0,0.0
1640999128286482.5,46581.90789649415,46581.87146076794,0.0,0.0
1640999190766199.8,46597.55413793104,46597.52014519057,0.0,0.0
1640999249191039.8,46621.043823529406,46620.92533737024,0.0,0.0
1640999308630591.5,46657.892759226714,46657.79972759227,0.0,0.0
1640999371203442.0,46668.885070000004,46668.816920000005,0.0,0.0
1640999431651849.8,46705.734509493675,46705.600071202534,0.0,0.553
1640999488179719.5,46711.86315654406,46711.744627887085,0.0,0.03
1640999550599754.8,46752.53378459237,46752.40741211668,0.0,0.323
1640999608628681.5,46735.896290035584,46735.83012455516,0.0,0.0
1640999671719582.0,46747.879702166065,46747.788637184116,0.0,1.018
1640999728711360.5,46768.84116433309,46768.721429624165,0.0,0.36000000000000004
1640999790670182.8,46812.73425295858,46812.57208579882,0.0,1.791
1640999849255937.8,46870.76528735632,46870.510006761324,0.0,4.039
1640999911316489.5,46853.76567278287,46853.59926605504,0.0,0.0
1640999969673421.8,46872.89923423423,46872.81138738739,0.0,0.022
1641000030433840.8,46905.1854400607,46904.97553110774,0.0,0.913
1641000089279863.5,46880.84944888179,46880.70694089457,0.0,0.0
1641000150621879.2,46843.40649880096,46843.324660271785,0.0,0.0
1641000209552530.0,46842.575415472784,46842.47016236867,0.0,0.0
1641000269500509.2,46825.84117647059,46825.66933613445,0.0,0.0
1641000330416193.2,46824.157796167245,46824.011777003485,0.0,0.0
1641000391368195.8,46785.3341779661,46785.192152542375,0.0,0.0
1641000448687387.2,46800.635,46800.49442125237,0.0,0.0
1641000510447222.2,46782.71064102564,46782.63710470085,0.0,0.0
1641000570586724.8,46787.03024242425,46786.960593939395,0.0,0.0
1641000630053484.0,46803.690691333984,46803.55936708861,0.0,0.0
1641000690350898.8,46810.27189189189,46810.189054054055,0.0,0.0
1641000747370912.2,46821.5025,46821.375408163265,0.0,0.0
1641000809230467.8,46840.52526666667,46840.39703809524,0.0,0.0
1641000867666912.2,46829.530128342245,46829.43187165775,0.0,0.0
1641000931172673.0,46839.05625307125,46839.013255528254,0.0,0.0
1641000991157485.0,46859.332018981884,46859.28204486627,0.0,0.0
1641001049822815.8,46838.000144648024,46837.915650916104,0.0,0.0
1641001109866412.0,46799.878708260105,46799.815,0.0,0.0
1641001167140183.2,46761.113778501625,46760.92436482084,0.0,0.0
1641001229333866.2,46756.54397497594,46756.45403272378,0.0,0.0
1641001291142571.5,46756.31806896552,46756.22354679803,0.0,0.0
1641001348484715.5,46745.179969758065,46745.1009375,0.0,0.0
1641001409327522.8,46751.640169683254,46751.592647058824,0.0,0.0
1641001471044868.0,46749.816297539146,46749.784205816555,0.0,0.0
1641001528559580.8,46753.621370143155,46753.540705521475,0.0,0.0
1641001592470979.2,46735.67970009372,46735.5723149016,0.091,0.0
1641001650066595.2,46719.86074285714,46719.80054285714,0.0,0.0
1641001710528480.0,46740.34530886303,46740.28025962399,0.0,0.0
1641001767026558.5,46756.1243258427,46756.05455056179,0.0,0.0
1641001828396495.5,46762.07863028953,46762.01456570156,0.0,0.0
1641001890446951.8,46797.296571428575,46797.10775369458,0.0,0.0
1641001950156851.0,46818.5952887538,46818.42401215805,0.0,0.0
1641002010397622.2,46776.86663265306,46776.8173877551,0.0,0.0
