timestamp_x,bid_price,ask_price
1654030800000000.0,21.55210376586939,21.55210376586939
1654030860000000.0,21.55210376586939,21.55210376586939
1654030920000000.0,21.55210376586939,21.55210376586939
1654030980000000.0,21.55210376586939,21.55210376586939
1654031040000000.0,21.55210376586939,21.55210376586939
1654031100000000.0,21.55210376586939,21.55210376586939
1654031160000000.0,21.55210376586939,21.55210376586939
1654031220000000.0,21.55210376586939,21.55210376586939
1654031280000000.0,21.485456219289276,21.485456219289276
1654031340000000.0,21.485456219289276,21.485456219289276
1654031400000000.0,21.485456219289276,21.485456219289276
1654031460000000.0,21.485456219289276,21.485456219289276
1654031520000000.0,21.68170373366627,21.68170373366627
1654031580000000.0,21.68170373366627,21.68170373366627
1654031640000000.0,21.68170373366627,21.68170373366627
1654031700000000.0,21.68170373366627,21.68170373366627
1654031760000000.0,21.5674037763834,21.5674037763834
1654031820000000.0,21.5674037763834,21.5674037763834
1654031880000000.0,21.59964006725837,21.59964006725837
1654031940000000.0,21.61080877707515,21.61080877707515
1654032000000000.0,21.61080877707515,21.61080877707515
1654032060000000.0,21.61080877707515,21.61080877707515
1654032120000000.0,21.61080877707515,21.61080877707515
1654032180000000.0,21.61080877707515,21.61080877707515
1654032240000000.0,21.61080877707515,21.61080877707515
1654032300000000.0,21.727693555883278,21.727693555883278
1654032360000000.0,21.727693555883278,21.727693555883278
1654032420000000.0,21.727693555883278,21.727693555883278
1654032480000000.0,21.727693555883278,21.727693555883278
1654032540000000.0,21.727693555883278,21.727693555883278
1654032600000000.0,21.850148932167265,21.850148932167265
1654032660000000.0,21.850148932167265,21.850148932167265
1654032720000000.0,21.850148932167265,21.850148932167265
1654032780000000.0,21.850148932167265,21.850148932167265
1654032840000000.0,21.850148932167265,21.850148932167265
1654032900000000.0,21.861500451944263,21.861500451944263
1654032960000000.0,21.96766123885133,21.96766123885133
1654033020000000.0,21.96766123885133,21.96766123885133
1654033080000000.0,21.96766123885133,21.96766123885133
1654033140000000.0,21.987253303813876,21.987253303813876
1654033200000000.0,22.00905597935591,22.00905597935591
1654033260000000.0,22.023630977738136,22.023630977738136
1654033320000000.0,22.023630977738136,22.023630977738136
1654033380000000.0,22.023630977738136,22.023630977738136
1654033440000000.0,22.023630977738136,22.023630977738136
