timestamp_x,ask_price,bid_price,binance-futures_ETHUSDT_liquidation_long,binance-futures_ETHUSDT_liquidation_short
1612138830879882.8,1288.0640608899298,1288.0023934426229,0.0,4.577
1612138889858295.0,1286.982480620155,1286.9293626184324,0.0,0.0
1612138952061797.5,1279.4110875216638,1279.3146533795496,995.996,0.0
1612139011137875.5,1276.7467117903932,1276.6612794759826,112.73,0.0
1612139071133875.0,1275.748655234657,1275.686620036101,149.613,0.0
1612139129939780.0,1273.2899195278972,1273.2085568669527,439.61199999999997,0.0
1612139190178916.5,1273.3101705653023,1273.2535038986355,1.5,0.0
1612139251434514.8,1275.377282557593,1275.3156840620593,0.0,0.0
1612139310731996.5,1278.1071565802113,1278.0369596541789,0.025,0.0
1612139372062552.5,1274.9309168157422,1274.8595080500893,0.0,0.0
1612139429804853.8,1276.8532743744609,1276.7921786022432,0.0,0.019
1612139489606553.0,1277.2597396293027,1277.2107149161518,0.0,0.0
1612139549411292.0,1276.3991633266533,1276.3505911823647,0.0,0.0
1612139611336016.0,1279.437104622871,1279.3829732360095,0.0,0.784
1612139671134448.5,1278.599225840897,1278.5606353443673,0.0,0.0
1612139728540694.5,1280.0020320579113,1279.954581178904,0.0,0.0
1612139790283152.8,1282.3382350292661,1282.2786492570913,0.0,4.865
1612139849603129.5,1281.7129316640585,1281.6740479916537,0.0,0.0
1612139910156284.5,1282.8622282363553,1282.814700045106,0.0,0.482
1612139967831674.0,1282.3153599999998,1282.2830986666668,0.0,0.0
1612140031415093.8,1283.0118177136974,1282.9720700308958,0.0,0.0
1612140088993602.5,1281.771094049904,1281.7337523992323,0.0,0.0
1612140148932973.0,1280.5088188529244,1280.4776149914821,0.0,0.0
1612140209198884.2,1283.268311435523,1283.2272749391727,0.0,0.564
1612140271257881.0,1282.0228791645945,1281.9871954251616,0.0,0.0
1612140330874647.5,1281.4553168202765,1281.4198387096774,0.0,0.0
1612140389874750.5,1281.0112916423143,1280.9795675043833,0.0,0.0
1612140448518069.0,1281.114453517588,1281.0896168341708,0.0,0.0
1612140509650170.5,1281.9933048585158,1281.9539989321943,0.0,0.0
1612140568600881.5,1280.9667839740118,1280.9308446128857,0.0,0.0
1612140630037340.8,1277.3073264201983,1277.258169522092,4.853,0.0
1612140688652378.2,1276.6556158663884,1276.6235386221294,0.0,0.0
1612140749267816.8,1278.3732924791086,1278.340947075209,0.0,0.0
1612140807969934.8,1279.7364382632293,1279.7096336499321,0.0,0.0
1612140867670646.5,1279.8136878980893,1279.7817834394905,0.0,0.0
1612140928626092.0,1279.5801699181875,1279.5491881686594,0.0,0.0
1612140989168017.2,1279.8545241038319,1279.8223114956736,0.0,0.0
1612141049338904.0,1280.4657740585774,1280.4415411436541,0.0,0.0
1612141109460163.5,1280.6612859097127,1280.638611491108,0.0,0.0
1612141169638890.5,1280.5330074173971,1280.5078489548214,0.0,0.0
1612141228117381.5,1282.3628667038483,1282.3263469046292,0.0,0.395
1612141289892497.8,1280.8026670441675,1280.770906002265,0.0,0.0
1612141348380703.2,1280.7325301970757,1280.7062237762236,0.0,0.0
1612141409495060.5,1283.8770838183934,1283.8444295692666,0.0,1.367
1612141470595203.8,1284.874324142569,1284.8479287155346,0.0,0.0
1612141528526651.5,1285.5081122702434,1285.462389468455,0.0,8.494
1612141590018613.0,1284.0904058823528,1284.056311764706,0.0,0.0
1612141650250768.0,1284.932496318115,1284.9100368188513,0.0,0.0
1612141709973613.2,1286.204217643271,1286.17799742434,0.0,0.0
1612141768505960.0,1286.3586726804124,1286.3280090206185,0.0,0.06
1612141829168575.5,1286.3772140762462,1286.3475307917888,0.0,0.0
1612141888312840.5,1286.8682919914954,1286.8492487597448,0.0,0.0
1612141948621167.8,1287.9336085626912,1287.9117920489296,0.0,0.459
1612142011606465.2,1288.8228012232414,1288.7906605504586,0.0,0.0
1612142067267025.8,1288.2514927344782,1288.219682959049,0.0,0.0
1612142128248905.0,1288.1085538461539,1288.0818215384616,0.0,0.0
1612142189764835.2,1287.6138439306358,1287.5897760115606,0.0,0.0
1612142250679246.0,1287.7732849503439,1287.751757066463,0.0,0.0
1612142307820691.5,1288.3081937984496,1288.2837364341085,0.0,0.0
1612142369549128.8,1287.157347083926,1287.1337766714082,0.0,0.0
1612142428400363.5,1286.8943245227606,1286.8750293685757,0.0,0.0
1612142492024610.0,1291.2890455293473,1291.2403784969829,0.0,39.986
