timestamp_x,ask_price,bid_price
1640995203905728.5,0.5301,0.5269
1640995317451579.8,0.53015,0.5269
1640995359936551.0,0.5303045454545455,0.5255636363636363
1640995416400571.2,0.5304727272727273,0.5251939393939393
1640995473550303.0,0.5300909090909092,0.5254363636363636
1640995516201814.0,0.530375,0.5255
1640995594519829.0,0.5304555555555555,0.5254296296296296
1640995652253693.0,0.53041,0.5251633333333333
1640995706008819.5,0.52878,0.52518
1640995772718647.0,0.5287470588235293,0.5251647058823529
1640995836237958.8,0.528848,0.525152
1640995890979595.5,0.52904,0.52518
1640995952348550.2,0.52905,0.5252
1640996012076278.0,0.5294290322580645,0.5251870967741935
1640996067047028.8,0.5292166666666667,0.5252
1640996129263422.2,0.529062962962963,0.5251814814814815
1640996187890064.0,0.5290379310344828,0.5251689655172413
1640996251339042.5,0.5289086956521739,0.5251956521739131
1640996300869907.2,0.5286583333333333,0.5252
1640996382516334.8,0.5287,0.5252083333333334
1640996435097400.0,0.5288499999999999,0.52529
1640996490712342.8,0.5295166666666666,0.5252166666666667
1640996552892539.5,0.52984,0.5252
1640996614948218.2,0.5304227272727272,0.5252318181818182
1640996673368223.0,0.5299703703703704,0.5252185185185185
1640996718861822.8,0.5272846153846154,0.5251
1640996764215950.8,0.5253,0.5251
1640996830416172.5,0.5253599999999999,0.5251
1640997053762082.0,0.5250333333333334,0.5243000000000001
1640997085087835.0,0.5249888888888888,0.5241
1640997272003960.5,0.5252,0.5241
1640997483421290.0,0.5254,0.5244
1640997986483464.0,0.5254,0.5241
1640998143587200.8,0.5256000000000001,0.524525
1640998207664243.5,0.5258,0.5243
1640998410133446.2,0.5258,0.5243333333333333
1640998477059250.0,0.52595,0.5243333333333333
1640998520569664.0,0.5261,0.5242823529411765
1640998593329945.0,0.5261,0.5242
1640998655522140.2,0.5273592592592592,0.5250555555555555
1640998703226451.0,0.5287,0.5281
1640998826054434.0,0.52976,0.52846
1640998902267337.0,0.5306,0.5299
1640999503506677.0,0.531,0.5299
1640999737359256.0,0.531,0.5299
1640999847656506.2,0.531,0.5299666666666667
1640999883442518.0,0.531,0.53
1640999944596178.0,0.531,0.53
1641000004383764.0,0.531,0.53
1641000079758823.5,0.531,0.53
1641000154700315.0,0.531,0.53
1641000215038471.0,0.531,0.53
1641000320662373.5,0.531,0.53
1641000375971767.0,0.531,0.53
1641000440903935.5,0.531,0.5300800000000001
1641000486600055.0,0.531,0.5301666666666667
1641000568701199.5,0.531,0.53005
1641000735096614.2,0.531,0.5299666666666667
1641000923016717.0,0.531,0.5299555555555556
1641000981127732.8,0.531,0.52996
1641001061443574.0,0.531,0.53
1641001119548265.0,0.531,0.53
1641001152595161.0,0.531,0.5299750000000001
1641001210469385.0,0.531,0.53
1641001269994669.0,0.531,0.53
1641001358344088.8,0.531,0.5299833333333334
1641001402933684.0,0.531,0.52995
1641001480072382.5,0.5367092592592593,0.5300074074074074
1641001546654081.8,0.5365,0.53
1641001582359365.0,0.5341375,0.529678125
1641001650688445.0,0.53628,0.5292666666666667
1641001717927057.0,0.534025,0.5297
1641001754502559.0,0.5348772727272727,0.5297
1641001836164410.2,0.5346677419354838,0.5297
1641001899083299.2,0.5345759999999999,0.5297
1641001947681342.0,0.5348304347826087,0.5298347826086957
1641002025865087.2,0.5342785714285715,0.5299
1641002072713768.8,0.5348344827586208,0.5299
1641002138711565.2,0.534723076923077,0.5299576923076923
1641002176104299.5,0.53476875,0.53
1641002252167143.2,0.5345028571428572,0.53
1641002313253043.5,0.5345346153846153,0.5288615384615385
1641002383931894.2,0.5344125000000001,0.5285541666666667
1641002424182747.5,0.5346827586206897,0.528996551724138
1641002483623257.8,0.534776923076923,0.52915
1641002546316306.8,0.5346294117647058,0.5292
1641002600862396.2,0.5348071428571429,0.5292
1641003213188857.0,0.5348090909090909,0.5292181818181818
