timestamp_x,ask_price,bid_price,binance-futures_BTCUSDT_liquidation_long,binance-futures_BTCUSDT_liquidation_short
1646093010353000.8,43379.146484375,43378.49484375,0.262,0.0
1646093070719896.0,43376.27464556091,43375.82133516861,0.009,0.02
1646093129116973.8,43365.955446194224,43365.70360892388,0.0,0.0
1646093189506724.2,43290.87715704531,43290.552445685906,0.251,0.0
1646093250419631.8,43247.80083172147,43247.4825789813,0.205,0.0
1646093310372991.0,43337.29334212261,43337.06921555702,0.0,0.006
1646093369515976.0,43408.83972602739,43408.5747553816,0.0,0.36899999999999994
1646093430826470.0,43456.19423558897,43455.91177944862,0.0,0.933
1646093488898310.2,43496.49840620592,43495.54019746121,0.0,0.408
1646093550678624.0,43481.05123287671,43480.75237671233,0.0,0.0
1646093610231325.2,43407.69845201238,43407.4613622291,1.203,0.0
1646093670389622.0,43362.60793333333,43362.404866666664,0.152,0.0
1646093730278674.5,43331.57585987261,43331.335401273886,1.917,0.0
1646093789926516.0,43289.62545336788,43289.31910621762,0.299,0.0
1646093849108050.0,43248.407562457796,43248.202228224174,0.221,0.0
1646093910568825.0,43203.401972873,43203.097496917384,3.4400000000000004,0.0
1646093969357011.0,43239.61547464239,43239.37607282185,0.0,0.0
1646094029653201.0,43284.02459893048,43283.78469251337,0.0,0.053
1646094089460035.0,43262.08685314686,43261.894475524474,0.0,0.027
1646094150174741.2,43258.584064327486,43258.38516081871,0.0,0.0
1646094210702443.8,43233.455760336365,43233.250525578136,0.0,0.0
1646094268518977.2,43270.44116314199,43270.25891238671,0.0,0.0
1646094330168380.5,43269.71343843843,43269.5216966967,0.0,0.0
1646094389936830.8,43316.29203102962,43316.07263751763,0.0,0.058
1646094448776294.0,43345.02586455331,43344.85590778098,0.0,0.025
1646094509890926.8,43358.015202231516,43357.824755927475,0.0,0.138
1646094570007605.5,43381.33700787401,43381.17265569077,0.0,0.028
1646094629414844.8,43355.93361702128,43355.75943262411,0.0,0.0
1646094689279308.0,43327.88802142857,43327.6225,0.0,0.0
1646094749565189.8,43328.2514455152,43328.07627872498,0.0,0.0
1646094809899710.8,43373.036390753165,43372.85667412379,0.0,0.0
1646094869640211.2,43444.06825977302,43443.54640605296,0.0,0.27999999999999997
1646094929337872.8,43499.26378758797,43498.96295585412,0.0,0.061000000000000006
1646094989741698.2,43479.54838095238,43479.29701587302,0.0,0.019
1646095048578896.8,43451.06162079511,43450.8879969419,0.0,0.037
1646095110094675.0,43422.99671428571,43422.72329285714,0.0,0.0
1646095170416973.8,43419.4322991249,43419.268098647575,0.0,0.007
1646095229152140.2,43428.026592356684,43427.89164012739,0.0,0.0
1646095289814652.8,43453.48314201619,43453.310522442975,0.0,0.0
1646095348799313.2,43447.989365210226,43447.82357790602,0.0,0.02
1646095409514474.8,43451.09991714996,43450.916404308206,0.0,0.0
1646095470410785.0,43486.20946656649,43486.021337340346,0.0,0.007
1646095529269059.5,43471.90245170877,43471.65698365527,0.0,0.0
1646095591219976.2,43584.85972027972,43583.10482517482,0.0,0.261
1646095649438082.8,43475.07149068323,43474.80613043479,0.019,0.0
1646095709920995.5,43383.128360049326,43382.7751541307,0.276,0.0
1646095770163555.0,43349.714467813894,43349.359267049076,0.999,0.0
1646095829544732.0,43377.82423625255,43377.530210454854,0.0,0.0
1646095889324398.8,43402.59831865492,43402.43827061649,0.0,0.0
1646095948544457.2,43405.51069078947,43405.331249999996,0.0,0.0
1646096009069951.8,43414.807309721175,43414.63398643557,0.0,0.0
1646096068686429.8,43465.80945757997,43465.61794158554,0.0,0.0
