block,txHash,volume,price
11934790,0x762916da3cb0a0b1c4cf74f0c98da9b286e733160e9ee70a565fb647b674f5df,32135.2257,1.004225803125
11938267,0xbb1791ed21da5afe5f009f45d9660b875316afd444018764e55ce80a432d648c,29797.286296,0.9932428765333333
11944031,0xcfa8d25a03fca272a46950767aa064699c95b499b859e4a7d9a2b0a4ea51c47d,4622.017507,0.9930838519508643
11944827,0xda1cd7be70682a87d0bdab2ac858c05d49bcc1a0b600764c6b2c87b8b6bdca5d,5935.037243,0.9943744353142316
11944860,0x697654f0cfdeea9df0dc44fafe40a28c25aac0a115575626207e268575fa60c2,6210.993156,0.9926780995189413
11946455,0x722dac12179c879ee7f80c17dab997fdfb4a6ebd3c0469cc05b381b71d1abec2,64007.192193,1.0001123780156251
11951681,0xcf62b3a546272d8ce7d52402277239ee25f2837a8535eadc3eaeb4083462ef2e,64153.34516,1.0023973232440224
11958643,0x56cdfa2423dc24b67cbd3300dc310e9999ff1c9c151da72aff4991b5b67ea085,24995.250957,0.9998500322812912
11968473,0x8c9a058ee58bd3ef98a541421ae0431fb72adfa4854d59fcba2491d6618ecf68,1024468.202169,1.0004572286806641
11968557,0x6c6f1437031e868377f8bfea71cbb5a2e0b454b84652f20aa6ed6e26ca0584b1,619814.858817,1.0004759472123579
11968796,0x99d051b2230382dd377d2eb020bb1f2ab98def8a270749fd5bbd4352b5725bac,512158.025706,1.0003086439570312
11969018,0x094051a016ff526acdee1ffbe02c11e300024827ed8d719b9f1847ba60867c6b,563390.729791,1.0003386537482244
11969310,0x9c976710da67e64c51640d721dd92e05ae7999e762e4839fa70666b25f390fd2,749921.445644,1.0004031989095263
11969343,0x9f3ad97219cd508a0411fa7e3e6272227dd68385e1c2cf1377009d6d5ffee9f3,1024305.322161,1.0002981661728516
11969517,0x5fe914fcd3f82255b6d1ec63ffbdbd6b78f239bc63202edce975ba71e786bb43,1025198.879056,1.0017797736275111
11970306,0x018860744b2beb1318e5b31485042a51d18df7b809af40421342a3f0d05e24b0,7116.439632,1.0009371023088107
11972463,0x9a138b8199ce64daba41f78c0bdbffdf10b270846531e62ed552756f1bf47b9e,256333.582523,1.0030587018429633
11972470,0x9545a32677f41a0054ecc2c67933ea36e3036d7d99168aab8249e818c4a29cbf,256284.004898,1.0028589083370072
11972472,0x5a8ffc9368ff25e236d45098dd6cddd3bc650dbc9ac9f270dc1ec302ec3ceb52,187678.19813,1.002687820231122
11972492,0x33f706ec34629318326a220eef739b6e217365010f93c72a129948c09b570d9d,187658.035249,1.0025447346167187
11972532,0x4cbff88f7fe79cb646abf6e523e09431ae2ebf25117f25ad6b0af75c1d9b8efb,256296.485111,1.0023774691898752
11972578,0x7073d42ad135f044e3c9511d27877f5a979fe702f94b8826e00f40161549a4cb,256249.426079,1.0021904581747119
11972659,0x41f4371aa6c3a5bd7e9f784be8c3ac8264e17d591e047c67dcf80b053ce0221f,170592.442034,1.0020310107188455
11972772,0x46cc1e1985ed113c66f300f1446e13b566420c631bcd6637f514113005534a3a,3766.301535,1.002018063457168
11972940,0x1e741f8065407a1b4c4df5187efee9d37adad4b4f941c5e8494f8640e42df712,155066.814355,1.0020928024333808
11973440,0x05f011633bf94e4c78c1e79cb6e9ba2dfac996f4407c823a55cf26725726c6ef,282041.627141,1.0021518262395497
11973647,0xcf91e006760f80912c6e2ec98f468de2261d1cb5714eaaa67f9500a35bec862f,512472.25128,1.0011109683852037
11974702,0xe7d0276e5e64021f46c0eb00e1baef2610ea87d3b5754ef3c2aaed3dc8a5c838,140948.55092,1.0027623079364587
